TITLE,NEIGHBORHOOD,CITY,SQUARE METERS,NUM OF ROOMS,STREET NAME,ADDRESS,STREET NUM,DISTRICT CODE,DISTRICT,RENT PRICE,RENT PRICE BY SQ METER,RENT BY ROOM,ENERGY CERTIFICATE
Piso en venta en calle Azuaga,VALDEZARZA,Madrid,73,3,Calle Azuaga,Calle Azuaga,,11,CARABANCHEL,894,12,298,
"Casa o chalet en venta en ronda Buganvilla del Rey, 19",ARAVACA,Madrid,353,5,Ronda Buganvilla del Rey,Ronda Buganvilla del Rey 19,19,11,CARABANCHEL,2504,7,500,C
Piso en venta en calle de Valderrey,VALDEZARZA,Madrid,83,3,Calle de Valderrey,Calle de Valderrey,,11,CARABANCHEL,1067,12,355,
"Piso en venta en calle del Arquitecto Sánchez Arcas, 7",CIUDAD UNIVERSITARIA,Madrid,136,5,Calle del Arquitecto Sánchez Arcas,Calle del Arquitecto Sánchez Arcas 7,7,11,CARABANCHEL,2291,16,458,B
Piso en venta en calle Felipe Moratilla,CASA DE CAMPO,Madrid,66,2,Calle Felipe Moratilla,Calle Felipe Moratilla,,11,CARABANCHEL,948,14,474,D
"Piso en venta en avenida de Juan Andrés, 38",VALDEZARZA,Madrid,81,2,Avenida de Juan Andrés,Avenida de Juan Andrés 38,38,11,CARABANCHEL,1061,13,530,E
"Casa o chalet en venta en ronda Buganvilla del Rey, 34",ARAVACA,Madrid,202,5,Ronda Buganvilla del Rey,Ronda Buganvilla del Rey 34,34,11,CARABANCHEL,2514,12,502,D
Piso en venta en calle de Artajona,VALDEZARZA,Madrid,63,2,Calle de Artajona,Calle de Artajona,,11,CARABANCHEL,746,11,373,
Chalet pareado en venta en Ciudad Universitaria,MONCLOA,Madrid,285,5,,,,11,CARABANCHEL,2224,7,444,E
Piso en venta en Argüelles,MONCLOA,Madrid,551,8,,,,11,CARABANCHEL,51191,92,6398,
Piso en venta en calle de Martín de los Heros,ARGÜELLES,Madrid,83,2,Calle de Martín de los Heros,Calle de Martín de los Heros,,11,CARABANCHEL,948,11,474,F
"Casa o chalet independiente en venta en calle de José Fentanes, 47",CIUDAD UNIVERSITARIA,Madrid,340,4,Calle de José Fentanes,Calle de José Fentanes 47,47,11,CARABANCHEL,2224,6,556,
Piso en venta en avenida del talgo,ARAVACA,Madrid,132,3,Avenida del talgo,Avenida del talgo,,11,CARABANCHEL,1781,13,593,
Chalet adosado en venta en Aravaca,MONCLOA,Madrid,300,4,,,,11,CARABANCHEL,2470,8,617,
"Dúplex en venta en calle Altozano, 2",ARAVACA,Madrid,92,2,Calle Altozano,Calle Altozano 2,2,11,CARABANCHEL,1428,15,714,
"Piso en venta en calle Altozano, 2",ARAVACA,Madrid,54,1,Calle Altozano,Calle Altozano 2,2,11,CARABANCHEL,1009,18,1009,
"Piso en venta en calle Altozano, 2",ARAVACA,Madrid,84,2,Calle Altozano,Calle Altozano 2,2,11,CARABANCHEL,1382,16,691,
"Dúplex en venta en carretera de Húmera, 8",ARAVACA,Madrid,175,4,Carretera de Húmera,Carretera de Húmera 8,8,11,CARABANCHEL,1919,10,479,
Chalet adosado en venta en Aravaca,MONCLOA,Madrid,245,3,,,,11,CARABANCHEL,2402,9,800,
Chalet adosado en venta en Aravaca,MONCLOA,Madrid,302,4,,,,11,CARABANCHEL,2285,7,571,
Piso en venta en Valdezarza,MONCLOA,Madrid,60,2,,,,11,CARABANCHEL,877,14,438,
Casa o chalet independiente en venta en Valdemarín,MONCLOA,Madrid,410,5,,,,11,CARABANCHEL,2834,6,566,
Piso en venta en Arriaza,ARGÜELLES,Madrid,150,5,Arriaza,Arriaza,,11,CARABANCHEL,1655,11,331,
Piso en venta en Aravaca,MONCLOA,Madrid,185,4,,,,11,CARABANCHEL,2516,13,629,
Piso en venta en calle de las Rosas de Aravaca,ARAVACA,Madrid,105,3,Calle de las Rosas de Aravaca,Calle de las Rosas de Aravaca,,11,CARABANCHEL,1758,16,586,
Dúplex en venta en calle Ardales,ARAVACA,Madrid,230,3,Calle Ardales,Calle Ardales,,11,CARABANCHEL,2517,10,839,
Ático en venta en Ciudad Universitaria,MONCLOA,Madrid,420,3,,,,11,CARABANCHEL,8628,20,2876,B
"Piso en venta en calle de San Gerardo, 15",VALDEZARZA,Madrid,80,3,Calle de San Gerardo,Calle de San Gerardo 15,15,11,CARABANCHEL,1067,13,355,
"Chalet pareado en venta en calle Isla de Alegranza, 1",CIUDAD UNIVERSITARIA,Madrid,350,6,Calle Isla de Alegranza,Calle Isla de Alegranza 1,1,11,CARABANCHEL,2440,6,406,
Piso en venta en Valdemarín,MONCLOA,Madrid,174,4,,,,11,CARABANCHEL,2515,14,628,D
Casa o chalet independiente en venta en Aravaca,MONCLOA,Madrid,550,5,,,,11,CARABANCHEL,6992,12,1398,A
Piso en venta en calle Eduardo Benot,ARGÜELLES,Madrid,60,1,Calle Eduardo Benot,Calle Eduardo Benot,,11,CARABANCHEL,1238,20,1238,E
Chalet pareado en venta en calle Aurelio de la Torre,EL PLANTIO,Madrid,380,4,Calle Aurelio de la Torre,Calle Aurelio de la Torre,,11,CARABANCHEL,2010,5,502,
Chalet pareado en venta en Aravaca,MONCLOA,Madrid,300,4,,,,11,CARABANCHEL,2452,8,613,
Piso en venta en Valdemarín,MONCLOA,Madrid,168,3,,,,11,CARABANCHEL,2126,12,708,
Ático en venta en Aravaca,MONCLOA,Madrid,210,4,,,,11,CARABANCHEL,1536,7,384,
Piso en venta en paseo de la Cancilleria,CASA DE CAMPO,Madrid,196,3,Paseo de la Cancilleria,Paseo de la Cancilleria,,11,CARABANCHEL,1724,8,574,E
Piso en venta en calle de José Bastos,VALDEMARIN,Madrid,232,4,Calle de José Bastos,Calle de José Bastos,,11,CARABANCHEL,1645,7,411,C
"Piso en venta en Urb. si. PISCINA PADEL VIGILANCIA 24 HORAS,PARQUE INFANTIL, Aravaca",MONCLOA,Madrid,95,2,"Urb. si. PISCINA PADEL VIGILANCIA 24 HORAS,PARQUE INFANTIL","Urb. si. PISCINA PADEL VIGILANCIA 24 HORAS,PARQUE INFANTIL",,11,CARABANCHEL,1485,15,742,C
Piso en venta en Ardales,ARAVACA,Madrid,143,3,Ardales,Ardales,,11,CARABANCHEL,2315,16,771,E
Dúplex en venta en Aravaca,MONCLOA,Madrid,192,4,,,,11,CARABANCHEL,1900,9,475,D
"Casa o chalet independiente en venta en alvaro caballero, 7",EL PLANTIO,Madrid,442,5,alvaro caballero,alvaro caballero 7,7,11,CARABANCHEL,2834,6,566,A
Piso en venta en Ciudad Universitaria,MONCLOA,Madrid,142,4,,,,11,CARABANCHEL,1885,13,471,
Chalet pareado en venta en calle de Hoces de la Hermida,ARAVACA,Madrid,511,5,Calle de Hoces de la Hermida,Calle de Hoces de la Hermida,,11,CARABANCHEL,2096,4,419,
Piso en venta en FERRAZ,ARGÜELLES,Madrid,278,5,FERRAZ,FERRAZ,,11,CARABANCHEL,2514,9,502,E
Casa o chalet independiente en venta en Aravaca,MONCLOA,Madrid,600,6,,,,11,CARABANCHEL,5194,8,865,
"Piso en venta en calle de Martín de los Heros, 24",ARGÜELLES,Madrid,128,3,Calle de Martín de los Heros,Calle de Martín de los Heros 24,24,11,CARABANCHEL,1839,14,613,E
Ático en venta en MARTIN DE LOS HEROS,ARGÜELLES,Madrid,85,2,MARTIN DE LOS HEROS,MARTIN DE LOS HEROS,,11,CARABANCHEL,1551,18,775,B
Piso en venta en Argüelles,MONCLOA,Madrid,268,3,,,,11,CARABANCHEL,2283,8,761,E
Casa o chalet independiente en venta en Aravaca,MONCLOA,Madrid,825,6,,,,11,CARABANCHEL,51191,62,8531,E
Piso en venta en calle del Rey Francisco,ARGÜELLES,Madrid,115,4,Calle del Rey Francisco,Calle del Rey Francisco,,11,CARABANCHEL,2103,18,525,
Casa o chalet en venta en calle Villager,ARAVACA,Madrid,400,6,Calle Villager,Calle Villager,,11,CARABANCHEL,13864,34,2310,C
Chalet adosado en venta en Aravaca,MONCLOA,Madrid,380,4,,,,11,CARABANCHEL,2458,6,614,
Piso en venta en ferraz,ARGÜELLES,Madrid,297,5,ferraz,ferraz,,11,CARABANCHEL,2374,7,474,E
Piso en venta en avenida del Talgo,ARAVACA,Madrid,92,2,Avenida del Talgo,Avenida del Talgo,,11,CARABANCHEL,1462,15,731,
"Piso en venta en calle Peñalara de Aravaca, 5",ARAVACA,Madrid,145,3,Calle Peñalara de Aravaca,Calle Peñalara de Aravaca 5,5,11,CARABANCHEL,1966,13,655,
"Dúplex en venta en calle de José Fentanes, 10",CIUDAD UNIVERSITARIA,Madrid,321,5,Calle de José Fentanes,Calle de José Fentanes 10,10,11,CARABANCHEL,5029,15,1005,A
Piso en venta en avenida de la Reina Victoria,CIUDAD UNIVERSITARIA,Madrid,142,3,Avenida de la Reina Victoria,Avenida de la Reina Victoria,,11,CARABANCHEL,2047,14,682,
Chalet adosado en venta en Aravaca,MONCLOA,Madrid,400,5,,,,11,CARABANCHEL,14150,35,2830,C
Piso en venta en JUAN ALVAREZ MENDIZABAL,ARGÜELLES,Madrid,90,3,JUAN ALVAREZ MENDIZABAL,JUAN ALVAREZ MENDIZABAL,,11,CARABANCHEL,1174,13,391,E
Piso en venta en plaza de España,ARGÜELLES,Madrid,172,2,Plaza de España,Plaza de España,,11,CARABANCHEL,1165,6,582,
Chalet pareado en venta en Algenib,ARAVACA,Madrid,370,4,Algenib,Algenib,,11,CARABANCHEL,2165,5,541,
Piso en venta en Aravaca,MONCLOA,Madrid,304,5,,,,11,CARABANCHEL,1059,3,211,
Casa o chalet independiente en venta en calle Eibar,EL PLANTIO,Madrid,780,6,Calle Eibar,Calle Eibar,,11,CARABANCHEL,1265,1,210,
"Piso en venta en calle Peñalara de Aravaca, 5",ARAVACA,Madrid,172,3,Calle Peñalara de Aravaca,Calle Peñalara de Aravaca 5,5,11,CARABANCHEL,2333,13,777,
Piso en venta en calle de Ferraz,ARGÜELLES,Madrid,116,3,Calle de Ferraz,Calle de Ferraz,,11,CARABANCHEL,2324,20,774,
Casa o chalet independiente en venta en Valdemarín,MONCLOA,Madrid,410,4,,,,11,CARABANCHEL,8202,20,2050,
Ático en venta en Valdemarín,MONCLOA,Madrid,292,4,,,,11,CARABANCHEL,2514,8,628,
Ático en venta en paseo del Rey,ARGÜELLES,Madrid,115,4,Paseo del Rey,Paseo del Rey,,11,CARABANCHEL,1943,16,485,C
Chalet adosado en venta en San Gerardo,VALDEZARZA,Madrid,400,5,San Gerardo,San Gerardo,,11,CARABANCHEL,1225,3,245,
"Dúplex en venta en Urb. Valdemarin, Valdemarín",MONCLOA,Madrid,394,5,Urb. Valdemarin,Urb. Valdemarin,,11,CARABANCHEL,1059,2,211,E
Piso en venta en calle de Martín de los Heros,ARGÜELLES,Madrid,55,1,Calle de Martín de los Heros,Calle de Martín de los Heros,,11,CARABANCHEL,910,16,910,C
"Casa o chalet independiente en venta en Urb. La Florida, El Plantío",MONCLOA,Madrid,998,8,Urb. La Florida,Urb. La Florida,,11,CARABANCHEL,11444,11,1430,C
"Dúplex en venta en Urb. Puerta de Hierro, Ciudad Universitaria",MONCLOA,Madrid,233,7,Urb. Puerta de Hierro,Urb. Puerta de Hierro,,11,CARABANCHEL,2170,9,310,
"Casa o chalet independiente en venta en Urb. Casa Quemada, El Plantío",MONCLOA,Madrid,313,4,Urb. Casa Quemada,Urb. Casa Quemada,,11,CARABANCHEL,2333,7,583,
Piso en venta en calle de Valderrey,VALDEZARZA,Madrid,83,3,Calle de Valderrey,Calle de Valderrey,,11,CARABANCHEL,1119,13,373,
"Chalet adosado en venta en Urb. El Plantio, El Plantío",MONCLOA,Madrid,360,6,Urb. El Plantio,Urb. El Plantio,,11,CARABANCHEL,2103,5,350,E
"Piso en venta en Aguilar de Campoo, 14",VALDEZARZA,Madrid,89,2,Aguilar de Campoo,Aguilar de Campoo 14,14,11,CARABANCHEL,1050,11,525,
Piso en venta en Argüelles,MONCLOA,Madrid,256,5,,,,11,CARABANCHEL,1225,4,245,
Casa o chalet independiente en venta en Aravaca,MONCLOA,Madrid,920,7,,,,11,CARABANCHEL,27934,30,3990,
Piso en venta en Argüelles,MONCLOA,Madrid,130,4,,,,11,CARABANCHEL,1885,14,471,F
Chalet pareado en venta en Aravaca,MONCLOA,Madrid,500,5,,,,11,CARABANCHEL,6992,13,1398,B
"Chalet pareado en venta en Urb. El Plantio, El Plantío",MONCLOA,Madrid,360,6,Urb. El Plantio,Urb. El Plantio,,11,CARABANCHEL,2347,6,391,C
"Chalet pareado en venta en Urb. Aravaca, Aravaca",MONCLOA,Madrid,347,5,Urb. Aravaca,Urb. Aravaca,,11,CARABANCHEL,4866,14,973,E
Ático en venta en Valdemarín,MONCLOA,Madrid,260,5,,,,11,CARABANCHEL,9067,34,1813,
Piso en venta en Valdemarín,MONCLOA,Madrid,205,4,,,,11,CARABANCHEL,1645,8,411,
Chalet pareado en venta en Aravaca,MONCLOA,Madrid,390,4,,,,11,CARABANCHEL,2374,6,593,C
Chalet adosado en venta en Ciudad Universitaria,MONCLOA,Madrid,430,4,,,,11,CARABANCHEL,2517,5,629,F
Casa o chalet en venta en Ciudad Universitaria,MONCLOA,Madrid,300,5,,,,11,CARABANCHEL,13026,43,2605,
"Chalet pareado en venta en Urb. El Plantio, El Plantío",MONCLOA,Madrid,301,4,Urb. El Plantio,Urb. El Plantio,,11,CARABANCHEL,2315,7,578,E
Chalet adosado en venta en Ciudad Universitaria,MONCLOA,Madrid,430,6,,,,11,CARABANCHEL,2517,5,419,
Piso en venta en calle de Juan Álvarez Mendizábal,ARGÜELLES,Madrid,97,1,Calle de Juan Álvarez Mendizábal,Calle de Juan Álvarez Mendizábal,,11,CARABANCHEL,1576,16,1576,E
Chalet adosado en venta en calle Vascos,CIUDAD UNIVERSITARIA,Madrid,313,6,Calle Vascos,Calle Vascos,,11,CARABANCHEL,2333,7,388,E
Piso en venta en calle de la Princesa,ARGÜELLES,Madrid,235,4,Calle de la Princesa,Calle de la Princesa,,11,CARABANCHEL,2514,10,628,E
Piso en venta en calle de Guisando,CIUDAD UNIVERSITARIA,Madrid,200,5,Calle de Guisando,Calle de Guisando,,11,CARABANCHEL,2070,10,414,E
Chalet adosado en venta en avenida victoria,EL PLANTIO,Madrid,350,4,Avenida victoria,Avenida victoria,,11,CARABANCHEL,2417,6,604,D
Ático en venta en calle de Ferraz,ARGÜELLES,Madrid,143,3,Calle de Ferraz,Calle de Ferraz,,11,CARABANCHEL,2234,15,744,E
Piso en venta en calle Écija,ARGÜELLES,Madrid,146,3,Calle Écija,Calle Écija,,11,CARABANCHEL,1735,11,578,
Casa o chalet independiente en venta en El Plantío,MONCLOA,Madrid,918,6,,,,11,CARABANCHEL,28833,31,4805,D
Casa o chalet independiente en venta en Ciudad Universitaria,MONCLOA,Madrid,623,7,,,,11,CARABANCHEL,44765,71,6395,D
Chalet pareado en venta en Aravaca,MONCLOA,Madrid,308,5,,,,11,CARABANCHEL,14150,45,2830,E
Chalet pareado en venta en Aravaca,MONCLOA,Madrid,378,5,,,,11,CARABANCHEL,1536,4,307,D
Chalet pareado en venta en Ciudad Universitaria,MONCLOA,Madrid,256,6,,,,11,CARABANCHEL,2170,8,361,D
Chalet pareado en venta en Ciudad Universitaria,MONCLOA,Madrid,280,7,,,,11,CARABANCHEL,2516,8,359,
Casa o chalet independiente en venta en Aravaca,MONCLOA,Madrid,800,6,,,,11,CARABANCHEL,8202,10,1367,D
Piso en venta en calle de Valderrodrigo,VALDEZARZA,Madrid,74,3,Calle de Valderrodrigo,Calle de Valderrodrigo,,11,CARABANCHEL,1081,14,360,
Casa o chalet independiente en venta en Valdemarín,MONCLOA,Madrid,247,3,,,,11,CARABANCHEL,3649,14,1216,D
Casa o chalet independiente en venta en Ciudad Universitaria,MONCLOA,Madrid,330,4,,,,11,CARABANCHEL,1070,3,267,A
Dúplex en venta en Ciudad Universitaria,MONCLOA,Madrid,424,5,,,,11,CARABANCHEL,3649,8,729,
Piso en venta en Ciudad Universitaria,MONCLOA,Madrid,433,7,,,,11,CARABANCHEL,1165,2,166,A
Chalet adosado en venta en Ciudad Universitaria,MONCLOA,Madrid,280,5,,,,11,CARABANCHEL,4866,17,973,
Dúplex en venta en Aravaca,MONCLOA,Madrid,424,5,,,,11,CARABANCHEL,3649,8,729,A
Piso en venta en Ciudad Universitaria,MONCLOA,Madrid,280,5,,,,11,CARABANCHEL,4866,17,973,
Casa o chalet independiente en venta en El Plantío,MONCLOA,Madrid,565,7,,,,11,CARABANCHEL,9067,16,1295,A
Piso en venta en FERRAZ,ARGÜELLES,Madrid,79,2,FERRAZ,FERRAZ,,11,CARABANCHEL,1382,17,691,
"Dúplex en venta en calle Valdivieso, 13",ARAVACA,Madrid,170,5,Calle Valdivieso,Calle Valdivieso 13,13,11,CARABANCHEL,1655,9,331,
"Chalet pareado en venta en calle Tapia de Casariego, 31",VALDEMARIN,Madrid,351,4,Calle Tapia de Casariego,Calle Tapia de Casariego 31,31,11,CARABANCHEL,2123,6,530,
"Piso en venta en calle Artesa de Segre, 14",CIUDAD UNIVERSITARIA,Madrid,171,4,Calle Artesa de Segre,Calle Artesa de Segre 14,14,11,CARABANCHEL,1712,10,428,
"Piso en venta en calle Artesa de Segre, 14",CIUDAD UNIVERSITARIA,Madrid,171,4,Calle Artesa de Segre,Calle Artesa de Segre 14,14,11,CARABANCHEL,1712,10,428,
"Casa o chalet independiente en venta en calle Venta Vieja, 5",EL PLANTIO,Madrid,514,6,Calle Venta Vieja,Calle Venta Vieja 5,5,11,CARABANCHEL,2517,4,419,
Piso en venta en calle de Santa María Micaela,ARGÜELLES,Madrid,210,4,Calle de Santa María Micaela,Calle de Santa María Micaela,,11,CARABANCHEL,2305,10,576,
Ático en venta en avenida valladolid,CASA DE CAMPO,Madrid,500,12,Avenida valladolid,Avenida valladolid,,11,CARABANCHEL,2333,4,194,
Ático en venta en San Martín de Porres,CIUDAD UNIVERSITARIA,Madrid,433,5,San Martín de Porres,San Martín de Porres,,11,CARABANCHEL,1931,4,386,
"Chalet pareado en venta en calle navalmanzano, 11",CIUDAD UNIVERSITARIA,Madrid,410,5,Calle navalmanzano,Calle navalmanzano 11,11,11,CARABANCHEL,38920,94,7784,
"Ático en venta en PRINCESA, 73",ARGÜELLES,Madrid,157,3,PRINCESA,PRINCESA 73,73,11,CARABANCHEL,5194,33,1731,D
Chalet adosado en venta en Serafin Ramírez s/n,VALDEZARZA,Madrid,234,5,,,,11,CARABANCHEL,2333,9,466,
Casa o chalet independiente en venta en Fuente del Rey,ARAVACA,Madrid,670,6,Fuente del Rey,Fuente del Rey,,11,CARABANCHEL,51191,76,8531,D
Piso en venta en avenida Doctor Federico Rubio y Galí,CIUDAD UNIVERSITARIA,Madrid,100,3,Avenida Doctor Federico Rubio y Galí,Avenida Doctor Federico Rubio y Galí,,11,CARABANCHEL,1508,15,502,F
Piso en venta en paseo del Pintor Rosales,ARGÜELLES,Madrid,83,2,Paseo del Pintor Rosales,Paseo del Pintor Rosales,,11,CARABANCHEL,2024,24,1012,
Ático en venta en calle de Cabellera de Berenice,VALDEMARIN,Madrid,130,2,Calle de Cabellera de Berenice,Calle de Cabellera de Berenice,,11,CARABANCHEL,2070,15,1035,
Piso en venta en paseo del Comandante Fortea,CASA DE CAMPO,Madrid,77,3,Paseo del Comandante Fortea,Paseo del Comandante Fortea,,11,CARABANCHEL,1094,14,364,
"Piso en venta en calle Alfonso Fernández Clausells, 12",CIUDAD UNIVERSITARIA,Madrid,252,5,Calle Alfonso Fernández Clausells,Calle Alfonso Fernández Clausells 12,12,11,CARABANCHEL,949,3,189,
"Dúplex en venta en calle Alfonso Fernández Clausells, 12",CIUDAD UNIVERSITARIA,Madrid,325,7,Calle Alfonso Fernández Clausells,Calle Alfonso Fernández Clausells 12,12,11,CARABANCHEL,2834,8,404,
Chalet pareado en venta en calle Osa Mayor,ARAVACA,Madrid,300,6,Calle Osa Mayor,Calle Osa Mayor,,11,CARABANCHEL,2510,8,418,
Piso en venta en Argüelles,MONCLOA,Madrid,203,5,,,,11,CARABANCHEL,2103,10,420,E
Chalet adosado en venta en calle DE LA PINILLA,ARAVACA,Madrid,370,3,Calle DE LA PINILLA,Calle DE LA PINILLA,,11,CARABANCHEL,2410,6,803,
Piso en venta en calle de Ferraz,ARGÜELLES,Madrid,87,2,Calle de Ferraz,Calle de Ferraz,,11,CARABANCHEL,1382,15,691,E
Piso en venta en Valdemarín,MONCLOA,Madrid,220,4,,,,11,CARABANCHEL,2333,10,583,
Piso en venta en Argüelles,MONCLOA,Madrid,142,4,,,,11,CARABANCHEL,2417,17,604,
Piso en venta en calle del Alcalde Martín de Alzaga,VALDEZARZA,Madrid,73,3,Calle del Alcalde Martín de Alzaga,Calle del Alcalde Martín de Alzaga,,11,CARABANCHEL,1064,14,354,E
Piso en venta en Argüelles,MONCLOA,Madrid,224,4,,,,11,CARABANCHEL,1225,5,306,D
Ático en venta en calle de Cabo Cañaveral,VALDEMARIN,Madrid,184,4,Calle de Cabo Cañaveral,Calle de Cabo Cañaveral,,11,CARABANCHEL,2514,13,628,
Piso en venta en Valdemarín,MONCLOA,Madrid,225,4,,,,11,CARABANCHEL,6992,31,1748,
Piso en venta en Argüelles,MONCLOA,Madrid,198,4,,,,11,CARABANCHEL,2439,12,609,
Chalet pareado en venta en Aravaca,MONCLOA,Madrid,350,5,,,,11,CARABANCHEL,4866,13,973,
Piso en venta en Valdemarín,MONCLOA,Madrid,205,4,,,,11,CARABANCHEL,1645,8,411,
Chalet pareado en venta en Aravaca,MONCLOA,Madrid,583,5,,,,11,CARABANCHEL,6992,11,1398,E
Dúplex en venta en Aravaca,MONCLOA,Madrid,204,3,,,,11,CARABANCHEL,2517,12,839,E
Chalet pareado en venta en Aravaca,MONCLOA,Madrid,364,5,,,,11,CARABANCHEL,2402,6,480,
Ático en venta en Aravaca,MONCLOA,Madrid,187,5,,,,11,CARABANCHEL,1225,6,245,
Chalet adosado en venta en Aravaca,MONCLOA,Madrid,219,5,,,,11,CARABANCHEL,2514,11,502,E
Casa o chalet independiente en venta en Valdemarín,MONCLOA,Madrid,250,5,,,,11,CARABANCHEL,2333,9,466,
Chalet pareado en venta en Aravaca,MONCLOA,Madrid,250,6,,,,11,CARABANCHEL,2389,9,398,
Casa o chalet independiente en venta en Ciudad Universitaria,MONCLOA,Madrid,480,8,,,,11,CARABANCHEL,2096,4,262,
Piso en venta en Ciudad Universitaria,MONCLOA,Madrid,174,4,,,,11,CARABANCHEL,2499,14,624,
Chalet pareado en venta en Aravaca,MONCLOA,Madrid,600,6,,,,11,CARABANCHEL,38920,64,6486,
Ático en venta en Valdemarín,MONCLOA,Madrid,80,1,,,,11,CARABANCHEL,1323,16,1323,
Casa o chalet independiente en venta en El Plantío,MONCLOA,Madrid,619,6,,,,11,CARABANCHEL,28833,46,4805,D
Piso en venta en Argüelles,MONCLOA,Madrid,120,4,,,,11,CARABANCHEL,1804,15,451,
Piso en venta en Argüelles,MONCLOA,Madrid,128,3,,,,11,CARABANCHEL,1966,15,655,E
"Piso en venta en calle de Aguilar de Campóo, 19",VALDEZARZA,Madrid,77,3,Calle de Aguilar de Campóo,Calle de Aguilar de Campóo 19,19,11,CARABANCHEL,833,10,277,
"Piso en venta en calle San Martín de Porres, 45",CIUDAD UNIVERSITARIA,Madrid,145,3,Calle San Martín de Porres,Calle San Martín de Porres 45,45,11,CARABANCHEL,2124,14,708,
"Piso en venta en calle del Doctor Casal, 13",CASA DE CAMPO,Madrid,107,3,Calle del Doctor Casal,Calle del Doctor Casal 13,13,11,CARABANCHEL,1094,10,364,
"Piso en venta en avenida de Valladolid, 75",CASA DE CAMPO,Madrid,132,4,Avenida de Valladolid,Avenida de Valladolid 75,75,11,CARABANCHEL,1827,13,456,
Piso en venta en calle de Aguilar de Campóo s/n,VALDEZARZA,Madrid,81,3,,,,11,CARABANCHEL,979,12,326,
"Piso en venta en calle Sinesio Delgado, 84",VALDEZARZA,Madrid,70,2,Calle Sinesio Delgado,Calle Sinesio Delgado 84,84,11,CARABANCHEL,1299,18,649,
Piso en venta en calle Felipe Moratilla,CASA DE CAMPO,Madrid,120,4,Calle Felipe Moratilla,Calle Felipe Moratilla,,11,CARABANCHEL,1323,11,330,
Piso en venta en paseo de Juan XXIII,CIUDAD UNIVERSITARIA,Madrid,324,5,Paseo de Juan XXIII,Paseo de Juan XXIII,,11,CARABANCHEL,2165,6,433,
Ático en venta en calle Fernando Vizcaíno Casas,ARAVACA,Madrid,269,4,Calle Fernando Vizcaíno Casas,Calle Fernando Vizcaíno Casas,,11,CARABANCHEL,2361,8,590,
"Piso en venta en avenida del talgo, 206",ARAVACA,Madrid,120,3,Avenida del talgo,Avenida del talgo 206,206,11,CARABANCHEL,1655,13,551,
"Piso en venta en calle Ardales, 16",ARAVACA,Madrid,210,2,Calle Ardales,Calle Ardales 16,16,11,CARABANCHEL,2324,11,1162,
Chalet pareado en venta en calle de Gerda Taro,EL PLANTIO,Madrid,270,6,Calle de Gerda Taro,Calle de Gerda Taro,,11,CARABANCHEL,1869,6,311,
Chalet adosado en venta en Garcia de la Parra,ARAVACA,Madrid,227,6,Garcia de la Parra,Garcia de la Parra,,11,CARABANCHEL,1553,6,258,
Piso en venta en calle Valderroman,VALDEZARZA,Madrid,96,2,Calle Valderroman,Calle Valderroman,,11,CARABANCHEL,1346,14,673,
Piso en venta en calle de Quintana,ARGÜELLES,Madrid,380,5,Calle de Quintana,Calle de Quintana,,11,CARABANCHEL,11444,30,2288,
Piso en venta en avenida del talgo,ARAVACA,Madrid,117,3,Avenida del talgo,Avenida del talgo,,11,CARABANCHEL,1662,14,554,
Piso en venta en calle de la Princesa,ARGÜELLES,Madrid,138,3,Calle de la Princesa,Calle de la Princesa,,11,CARABANCHEL,1973,14,657,B
Piso en venta en Ciudad Universitaria,MONCLOA,Madrid,211,4,,,,11,CARABANCHEL,1989,9,497,
Piso en venta en calle de la Princesa,ARGÜELLES,Madrid,138,3,Calle de la Princesa,Calle de la Princesa,,11,CARABANCHEL,1973,14,657,B
Chalet adosado en venta en calle de Melchor Rodríguez,ARAVACA,Madrid,336,5,Calle de Melchor Rodríguez,Calle de Melchor Rodríguez,,11,CARABANCHEL,2464,7,492,
Piso en venta en calle Santa Fe,CASA DE CAMPO,Madrid,83,2,Calle Santa Fe,Calle Santa Fe,,11,CARABANCHEL,1215,14,607,E
Chalet adosado en venta en Aravaca,MONCLOA,Madrid,350,4,,,,11,CARABANCHEL,2452,7,613,
"Dúplex en venta en calle Altozano, 2",ARAVACA,Madrid,110,2,Calle Altozano,Calle Altozano 2,2,11,CARABANCHEL,1530,13,765,
"Dúplex en venta en calle Altozano, 2",ARAVACA,Madrid,108,2,Calle Altozano,Calle Altozano 2,2,11,CARABANCHEL,1530,14,765,
"Piso en venta en calle Altozano, 2",ARAVACA,Madrid,52,1,Calle Altozano,Calle Altozano 2,2,11,CARABANCHEL,1052,20,1052,
"Piso en venta en calle Altozano, 2",ARAVACA,Madrid,84,2,Calle Altozano,Calle Altozano 2,2,11,CARABANCHEL,1382,16,691,
Piso en venta en Ciudad Universitaria,MONCLOA,Madrid,262,8,,,,11,CARABANCHEL,2126,8,265,
Piso en venta en Valdezarza,MONCLOA,Madrid,82,3,,,,11,CARABANCHEL,926,11,308,
Dúplex en venta en Valdemarín,MONCLOA,Madrid,240,4,,,,11,CARABANCHEL,2465,10,616,D
Piso en venta en Valdemarín,MONCLOA,Madrid,185,4,,,,11,CARABANCHEL,2517,13,629,C
Piso en venta en calle Valdesangil,VALDEZARZA,Madrid,74,3,Calle Valdesangil,Calle Valdesangil,,11,CARABANCHEL,973,13,324,
