ID;TITLE;NEIGHBORHOOD;CITY;SQUARE METERS;NUM OF ROOMS;NUM OF BATHROOMS;STREET NAME;STREET NUM;DISTRICT CODE;DISTRICT;RENT PRICE;BUY PRICE;ENERGY CERTIFICATE
17337;Piso en venta en Malasaña-Universidad;Centro;Madrid;1590;5;50;;;4;Centro;2510;940000;D
17338;Piso en venta en Huertas-Cortes;Centro;Madrid;3720;7;40;;;4;Centro;1225;1450000;D
17339;Piso en venta en Malasaña-Universidad;Centro;Madrid;780;1;10;;;4;Centro;1633;485000;D
17340;Piso en venta en Chueca-Justicia;Centro;Madrid;1540;5;50;;;4;Centro;2510;999000;D
17341;Piso en venta en Chueca-Justicia;Centro;Madrid;1350;3;20;;;4;Centro;2514;990000;D
17342;Piso en venta en Malasaña-Universidad;Centro;Madrid;1300;3;20;;;4;Centro;1610;475000;D
17343;Piso en venta en Malasaña-Universidad;Centro;Madrid;870;2;20;;;4;Centro;1712;520000;D
17344;Piso en venta en Huertas-Cortes;Centro;Madrid;3300;3;40;;;4;Centro;83453;2400000;
17345;Piso en venta en Palacio;Centro;Madrid;1520;2;10;;;4;Centro;2516;980000;
17346;Piso en venta en calle de Sagasta;Chueca-Justicia;Madrid;1070;3;20;Calle de Sagasta;;4;Centro;2192;730000;E
17347;Piso en venta en Huertas-Cortes;Centro;Madrid;1460;3;20;;;4;Centro;1900;1200000;
17348;Piso en venta en Sol;Centro;Madrid;830;2;20;;;4;Centro;1885;595000;
17349;Piso en venta en Sol;Centro;Madrid;790;2;10;;;4;Centro;1781;550000;
17350;Piso en venta en Sol;Centro;Madrid;850;2;10;;;4;Centro;1701;515000;
17351;Piso en venta en calle de Fuencarral;Malasaña-Universidad;Madrid;580;2;10;Calle de Fuencarral;;4;Centro;1119;269000;
17352;Piso en venta en plaza de las Salesas, Madrid, 8;Chueca-Justicia;Madrid;1660;2;30;Plaza de las Salesas;8;4;Centro;11444;1750000;E
17353;Piso en venta en Fucar;Huertas-Cortes;Madrid;1560;3;20;Fucar;;4;Centro;2103;690000;E
17354;Piso en venta en calle de Juanelo;Lavapiés-Embajadores;Madrid;1480;3;10;Calle de Juanelo;;4;Centro;1924;611600;
17355;Piso en venta en calle de Santa Cruz de Marcenado;Malasaña-Universidad;Madrid;2550;4;30;Calle de Santa Cruz de Marcenado;;4;Centro;2457;1050000;
17356;Piso en venta en Malasaña-Universidad;Centro;Madrid;2350;2;20;;;4;Centro;1900;1200000;
17357;Piso en venta en calle de la Unión;Palacio;Madrid;720;1;10;Calle de la Unión;;4;Centro;1318;348000;
17358;Piso en venta en calle de San Vicente Ferrer;Malasaña-Universidad;Madrid;700;1;10;Calle de San Vicente Ferrer;;4;Centro;1146;279000;
17359;Piso en venta en calle Pelayo;Chueca-Justicia;Madrid;830;1;10;Calle Pelayo;;4;Centro;1200;299990;
17360;Piso en venta en Malasaña-Universidad;Centro;Madrid;1240;1;10;;;4;Centro;1839;575000;
17361;Piso en venta en Huertas-Cortes;Centro;Madrid;1600;3;20;;;4;Centro;2517;975000;C
17362;Piso en venta en Huertas-Cortes;Centro;Madrid;1540;3;20;;;4;Centro;2103;690000;
17363;Piso en venta en Chueca-Justicia;Centro;Madrid;2000;4;30;;;4;Centro;1265;1280000;
17364;Piso en venta en calle de Torija, 4;Palacio;Madrid;700;2;10;Calle de Torija;4;4;Centro;1238;315000;F
17365;Piso en venta en Lavapiés-Embajadores;Centro;Madrid;2150;3;30;;;4;Centro;2417;850000;E
17366;Piso en venta en calle del Ave María;Lavapiés-Embajadores;Madrid;510;2;10;Calle del Ave María;;4;Centro;948;210000;
17367;Piso en venta en calle de Echegaray;Huertas-Cortes;Madrid;950;4;20;Calle de Echegaray;;4;Centro;1428;395000;
17368;Piso en venta en calle del Conde de Lemos;Palacio;Madrid;1190;3;20;Calle del Conde de Lemos;;4;Centro;1712;520000;
17369;Piso en venta en Chueca-Justicia;Centro;Madrid;700;2;20;;;4;Centro;1701;515000;D
17370;Piso en venta en Lavapiés-Embajadores;Centro;Madrid;1640;2;20;;;4;Centro;2421;1070000;
17371;Ático en venta en Palacio;Centro;Madrid;1160;2;20;;;4;Centro;2070;675000;
17372;Piso en venta en calle del Oso;Lavapiés-Embajadores;Madrid;540;1;10;Calle del Oso;;4;Centro;1119;269000;
17373;Piso en venta en calle de Fuencarral;Chueca-Justicia;Madrid;1420;3;20;Calle de Fuencarral;;4;Centro;1667;500000;D
17374;Piso en venta en Palacio;Centro;Madrid;600;2;20;;;4;Centro;1553;450000;D
17375;Piso en venta en Chueca-Justicia;Centro;Madrid;1430;2;20;;;4;Centro;2452;875000;
17376;Piso en venta en Chueca-Justicia;Centro;Madrid;1790;5;50;;;4;Centro;2510;999000;
17377;Ático en venta en Lavapiés-Embajadores;Centro;Madrid;4000;4;50;;;4;Centro;2374;1090000;
17378;Piso en venta en ronda de Segovia s/n;Palacio;Madrid;400;2;10;;;4;Centro;780;159995;
17379;Piso en venta en Palacio;Centro;Madrid;950;4;20;;;4;Centro;1655;495000;G
17380;Piso en venta en calle del Tesoro;Malasaña-Universidad;Madrid;540;2;10;Calle del Tesoro;;4;Centro;979;220000;
17381;Piso en venta en Chueca-Justicia;Centro;Madrid;1720;7;20;;;4;Centro;2245;755000;
17382;Piso en venta en Malasaña-Universidad;Centro;Madrid;870;2;20;;;4;Centro;1724;525000;
17383;Piso en venta en Chueca-Justicia;Centro;Madrid;1790;5;10;;;4;Centro;2510;999000;
17384;Piso en venta en Malasaña-Universidad;Centro;Madrid;780;1;10;;;4;Centro;1633;485000;
17385;Ático en venta en Malasaña-Universidad;Centro;Madrid;700;1;10;;;4;Centro;1038;240000;
17386;Dúplex en venta en calle del Conde de Romanones, 10;Lavapiés-Embajadores;Madrid;1860;3;20;Calle del Conde de Romanones;10;4;Centro;2265;765000;E
17387;Piso en venta en calle DEL CONDE DUQUE;Malasaña-Universidad;Madrid;2480;5;30;Calle DEL CONDE DUQUE;;4;Centro;2509;1000000;D
17388;Piso en venta en Marques de Santa Ana;Malasaña-Universidad;Madrid;1400;4;20;Marques de Santa Ana;;4;Centro;1804;560000;E
17389;Piso en venta en Lavapiés-Embajadores;Centro;Madrid;2240;4;30;;;4;Centro;2347;1100000;
17390;Piso en venta en calle Jesús del Valle;Malasaña-Universidad;Madrid;890;3;10;Calle Jesús del Valle;;4;Centro;1377;373000;D
17391;Piso en venta en calle Doctor Mata;Lavapiés-Embajadores;Madrid;1260;3;30;Calle Doctor Mata;;4;Centro;1920;610000;
17392;Piso en venta en calle de la Colegiata;Lavapiés-Embajadores;Madrid;2160;4;20;Calle de la Colegiata;;4;Centro;2504;930000;D
17393;Piso en venta en calle de la Escalinata, Madrid;Palacio;Madrid;660;1;10;Calle de la Escalinata, Madrid;;4;Centro;1368;369000;B
17394;Piso en venta en calle DE CARRANZA;Malasaña-Universidad;Madrid;490;1;10;Calle DE CARRANZA;;4;Centro;1213;305000;D
17395;Piso en venta en calle de Rodas;Lavapiés-Embajadores;Madrid;730;2;10;Calle de Rodas;;4;Centro;1197;299000;E
17396;Piso en venta en calle de San Pedro Martir;Lavapiés-Embajadores;Madrid;930;3;10;Calle de San Pedro Martir;;4;Centro;1485;420000;
17397;Piso en venta en ronda DE VALENCIA;Lavapiés-Embajadores;Madrid;370;2;10;Ronda DE VALENCIA;;4;Centro;813;169000;
17398;Piso en venta en calle del Olmo, Madrid;Lavapiés-Embajadores;Madrid;1100;4;10;Calle del Olmo, Madrid;;4;Centro;1551;449000;
17399;Piso en venta en calle de Atocha;Huertas-Cortes;Madrid;2040;5;20;Calle de Atocha;;4;Centro;2058;670000;
17400;Piso en venta en calle de Fuencarral, 106;Chueca-Justicia;Madrid;2220;3;40;Calle de Fuencarral;106;4;Centro;1900;1200000;
17401;Piso en venta en calle Andrés Borrego;Malasaña-Universidad;Madrid;1160;4;10;Calle Andrés Borrego;;4;Centro;1779;549000;D
17402;Piso en venta en calle de Espoz y Mina, Madrid;Sol;Madrid;2510;5;40;Calle de Espoz y Mina, Madrid;;4;Centro;2361;1095000;
17403;Piso en venta en calle de Argumosa;Lavapiés-Embajadores;Madrid;990;4;20;Calle de Argumosa;;4;Centro;1610;475000;
17404;Piso en venta en Malasaña-Universidad;Centro;Madrid;400;1;10;;;4;Centro;1038;240000;
17405;Piso en venta en Malasaña-Universidad;Centro;Madrid;2200;8;20;;;4;Centro;1536;1250000;
17406;Piso en venta en Malasaña-Universidad;Centro;Madrid;1970;5;20;;;4;Centro;2165;1150000;
17407;Piso en venta en Malasaña-Universidad;Centro;Madrid;2200;8;20;;;4;Centro;1536;1250000;
17408;Ático en venta en Malasaña-Universidad;Centro;Madrid;2010;2;20;;;4;Centro;2214;1495000;
17409;Piso en venta en Palacio;Centro;Madrid;380;2;10;;;4;Centro;1262;325000;
17410;Piso en venta en Malasaña-Universidad;Centro;Madrid;780;1;10;;;4;Centro;1633;485000;
17411;Piso en venta en Lavapiés-Embajadores;Centro;Madrid;860;1;10;;;4;Centro;1530;440000;
17412;Piso en venta en Chueca-Justicia;Centro;Madrid;1600;4;30;;;4;Centro;2509;1000000;
17413;Piso en venta en Chueca-Justicia;Centro;Madrid;3000;6;30;;;4;Centro;14150;1800000;
17414;Piso en venta en Chueca-Justicia;Centro;Madrid;2960;6;20;;;4;Centro;188041;2800000;
17415;Piso en venta en Malasaña-Universidad;Centro;Madrid;680;1;10;;;4;Centro;1633;485000;G
17416;Piso en venta en Palacio;Centro;Madrid;2330;3;30;;;4;Centro;2475;895000;
17417;Piso en venta en Palacio;Centro;Madrid;1500;3;30;;;4;Centro;2103;690000;
17418;Piso en venta en Chueca-Justicia;Centro;Madrid;1790;5;50;;;4;Centro;2510;999000;
17419;Piso en venta en Huertas-Cortes;Centro;Madrid;790;2;20;;;4;Centro;2255;760000;
17420;Piso en venta en Sol;Centro;Madrid;2470;3;20;;;4;Centro;2457;1050000;
17421;Piso en venta en Huertas-Cortes;Centro;Madrid;2200;4;50;;;4;Centro;23717;1940000;
17422;Piso en venta en Chueca-Justicia;Centro;Madrid;2200;4;50;;;4;Centro;19233;1880000;
17423;Piso en venta en Chueca-Justicia;Centro;Madrid;3790;3;30;;;4;Centro;11444;1750000;
17424;Piso en venta en Chueca-Justicia;Centro;Madrid;1690;3;20;;;4;Centro;2510;999000;G
17425;Ático en venta en calle de Concepción Jerónima;Lavapiés-Embajadores;Madrid;1520;3;20;Calle de Concepción Jerónima;;4;Centro;2165;1150000;
17426;Piso en venta en calle de Santa Isabel;Lavapiés-Embajadores;Madrid;1590;5;20;Calle de Santa Isabel;;4;Centro;1781;550000;C
17427;Piso en venta en Malasaña-Universidad;Centro;Madrid;2460;4;30;;;4;Centro;2466;887000;
17428;Piso en venta en Chueca-Justicia;Centro;Madrid;1680;4;20;;;4;Centro;2510;999000;
17429;Ático en venta en Malasaña-Universidad;Centro;Madrid;2370;3;30;;;4;Centro;24524;1950000;
17430;Piso en venta en calle de Carranza;Malasaña-Universidad;Madrid;430;1;10;Calle de Carranza;;4;Centro;1161;285000;
17431;Piso en venta en Malasaña-Universidad;Centro;Madrid;780;1;10;;;4;Centro;1633;485000;
17432;Piso en venta en plaza de Tirso de Molina, Madrid;Lavapiés-Embajadores;Madrid;1520;5;40;Plaza de Tirso de Molina, Madrid;;4;Centro;2234;750000;
17433;Piso en venta en Palacio;Centro;Madrid;770;1;10;;;4;Centro;1421;392000;
17434;Piso en venta en calle de San Bernardino, 18;Malasaña-Universidad;Madrid;650;1;10;Calle de San Bernardino;18;4;Centro;1238;315000;F
17435;Piso en venta en calle de Fuencarral;Malasaña-Universidad;Madrid;1420;3;10;Calle de Fuencarral;;4;Centro;1897;600000;C
17436;Piso en venta en calle Mira el Río Alta, 8;Lavapiés-Embajadores;Madrid;480;2;10;Calle Mira el Río Alta;8;4;Centro;948;210000;
17437;Piso en venta en calle de Carlos Arniches;Lavapiés-Embajadores;Madrid;460;1;10;Calle de Carlos Arniches;;4;Centro;976;219000;
17438;Piso en venta en calle de la Escuadra;Lavapiés-Embajadores;Madrid;870;3;10;Calle de la Escuadra;;4;Centro;1416;390000;
17439;Piso en venta en calle de los Reyes;Malasaña-Universidad;Madrid;1080;3;20;Calle de los Reyes;;4;Centro;1839;575000;G
17440;Piso en venta en calle de la Palma;Malasaña-Universidad;Madrid;1140;4;10;Calle de la Palma;;4;Centro;1630;484000;G
17441;Piso en venta en calle de Guillermo Rolland;Palacio;Madrid;1750;4;20;Calle de Guillermo Rolland;;4;Centro;2509;999999;
17442;Piso en venta en calle del Conde de Romanones;Lavapiés-Embajadores;Madrid;2580;7;20;Calle del Conde de Romanones;;4;Centro;2452;875000;F
17443;Piso en venta en calle del Sombrerete;Lavapiés-Embajadores;Madrid;420;1;10;Calle del Sombrerete;;4;Centro;913;199000;
17444;Piso en venta en paseo de Recoletos;Chueca-Justicia;Madrid;2730;7;20;Paseo de Recoletos;;4;Centro;188041;2800000;F
17445;Piso en venta en calle Bastero;Lavapiés-Embajadores;Madrid;610;3;10;Calle Bastero;;4;Centro;1122;270000;
17446;Piso en venta en Sol;Centro;Madrid;760;1;10;;;4;Centro;1437;399000;E
17447;Piso en venta en calle de Hortaleza;Chueca-Justicia;Madrid;1270;4;20;Calle de Hortaleza;;4;Centro;1238;315000;
17448;Piso en venta en calle de la Paloma;Palacio;Madrid;810;2;10;Calle de la Paloma;;4;Centro;1414;389000;
17449;Piso en venta en calle de San Agustín;Huertas-Cortes;Madrid;1460;3;20;Calle de San Agustín;;4;Centro;1900;1200000;E
17450;Dúplex en venta en calle de los Abades;Lavapiés-Embajadores;Madrid;830;2;10;Calle de los Abades;;4;Centro;1320;349000;
17451;Piso en venta en calle del Río;Palacio;Madrid;630;2;10;Calle del Río;;4;Centro;1094;260000;
17452;Piso en venta en Urb. Fucar, Huertas-Cortes;Centro;Madrid;1620;3;30;Urb. Fucar;;4;Centro;2417;850000;E
17453;Piso en venta en calle del Olmo;Lavapiés-Embajadores;Madrid;700;3;10;Calle del Olmo;;4;Centro;1009;230000;F
17454;Piso en venta en calle de San Hermenegildo;Malasaña-Universidad;Madrid;900;2;30;Calle de San Hermenegildo;;4;Centro;1873;590000;E
17455;Piso en venta en Palacio;Centro;Madrid;750;1;10;;;4;Centro;1323;350000;E
17456;Piso en venta en Lavapiés-Embajadores;Centro;Madrid;890;1;10;;;4;Centro;1519;435000;E
17457;Piso en venta en Palacio;Centro;Madrid;1850;3;30;;;4;Centro;2475;895000;E
17458;Piso en venta en calle de Hortaleza;Chueca-Justicia;Madrid;2370;7;50;Calle de Hortaleza;;4;Centro;2165;1150000;
17459;Piso en venta en Palacio;Centro;Madrid;1620;3;20;;;4;Centro;2315;790000;E
17460;Piso en venta en calle Manzana;Malasaña-Universidad;Madrid;560;2;10;Calle Manzana;;4;Centro;1197;299000;E
17461;Piso en venta en calle Echegaray;Huertas-Cortes;Madrid;420;1;10;Calle Echegaray;;4;Centro;1108;265000;
17462;Piso en venta en calle Pozas;Malasaña-Universidad;Madrid;780;1;10;Calle Pozas;;4;Centro;1633;485000;D
17463;Piso en venta en calle Pozas, Madrid;Malasaña-Universidad;Madrid;780;1;10;Calle Pozas, Madrid;;4;Centro;1633;485000;
17464;Piso en venta en Águila;Palacio;Madrid;470;1;10;Águila;;4;Centro;884;190000;
17465;Piso en venta en Huertas-Cortes;Centro;Madrid;1850;3;30;;;4;Centro;2181;725000;
17466;Piso en venta en Malasaña-Universidad;Centro;Madrid;1590;5;50;;;4;Centro;2510;940000;
17467;Piso en venta en costanilla de Santiago;Palacio;Madrid;780;1;10;Costanilla de Santiago;;4;Centro;1405;385000;
17468;Piso en venta en Palacio;Centro;Madrid;1100;3;30;;;4;Centro;2234;750000;E
17469;Piso en venta en Malasaña-Universidad;Centro;Madrid;940;2;20;;;4;Centro;1758;540000;E
17470;Dúplex en venta en Lavapiés-Embajadores;Centro;Madrid;1520;3;30;;;4;Centro;1885;595000;E
17471;Piso en venta en calle de Echegaray;Huertas-Cortes;Madrid;950;4;20;Calle de Echegaray;;4;Centro;1428;395000;
17472;Piso en venta en calle de Carlos Arniches;Lavapiés-Embajadores;Madrid;450;1;10;Calle de Carlos Arniches;;4;Centro;976;219000;
17473;Piso en venta en calle del Divino Pastor;Malasaña-Universidad;Madrid;820;2;20;Calle del Divino Pastor;;4;Centro;1712;520000;D
17474;Ático en venta en calle Carmen;Sol;Madrid;520;2;10;Calle Carmen;;4;Centro;1174;290000;G
17475;Piso en venta en calle DIVINO PASTOR;Malasaña-Universidad;Madrid;870;2;20;Calle DIVINO PASTOR;;4;Centro;1712;520000;
17476;Piso en venta en Huertas-Cortes;Centro;Madrid;1410;1;20;;;4;Centro;2012;650000;G
17477;Ático en venta en Lavapiés-Embajadores;Centro;Madrid;2570;4;30;;;4;Centro;2512;995000;D
17478;Piso en venta en Malasaña-Universidad;Centro;Madrid;1290;6;60;;;4;Centro;2347;1100000;
17479;Ático en venta en calle de Gravina;Chueca-Justicia;Madrid;550;1;10;Calle de Gravina;;4;Centro;1135;275000;
17480;Piso en venta en ronda de Atocha;Lavapiés-Embajadores;Madrid;990;3;20;Ronda de Atocha;;4;Centro;1428;395000;
17481;Piso en venta en Sol;Centro;Madrid;1210;2;10;;;4;Centro;1644;490000;G
17482;Piso en venta en calle del Amparo;Lavapiés-Embajadores;Madrid;320;1;10;Calle del Amparo;;4;Centro;674;132000;F
17483;Piso en venta en calle del Divino Pastor, 29;Malasaña-Universidad;Madrid;810;2;10;Calle del Divino Pastor;29;4;Centro;1428;395000;D
17484;Piso en venta en Salud;Sol;Madrid;1980;3;30;Salud;;4;Centro;3649;1550000;
17485;Piso en venta en calle de Lavapiés, 50;Lavapiés-Embajadores;Madrid;860;3;10;Calle de Lavapiés;50;4;Centro;1311;345000;
17486;Piso en venta en plaza de San Ildefonso, 4;Malasaña-Universidad;Madrid;1650;3;20;Plaza de San Ildefonso;4;4;Centro;1972;632500;
17487;Piso en venta en calle Sagasta, 4;Chueca-Justicia;Madrid;2540;4;40;Calle Sagasta;4;4;Centro;2347;1100000;
17488;Piso en venta en calle Gran Vía;Malasaña-Universidad;Madrid;1070;2;20;Calle Gran Vía;;4;Centro;2452;875000;E
17489;Piso en venta en calle de la Libertad;Chueca-Justicia;Madrid;490;1;10;Calle de la Libertad;;4;Centro;1485;420000;E
17490;Piso en venta en Malasaña-Universidad;Centro;Madrid;910;3;20;;;4;Centro;1781;550000;
17491;Ático en venta en Chueca-Justicia;Centro;Madrid;1750;3;30;;;4;Centro;14150;1800000;
17492;Estudio en venta en Sol;Centro;Madrid;190;0;10;;;4;Centro;910;198000;G
17493;Piso en venta en Malasaña-Universidad;Centro;Madrid;900;3;10;;;4;Centro;1747;535000;G
17494;Piso en venta en Palacio;Centro;Madrid;1160;3;10;;;4;Centro;1752;537277;G
17495;Piso en venta en calle de la Palma;Malasaña-Universidad;Madrid;1140;3;30;Calle de la Palma;;4;Centro;1610;475000;G
17496;Ático en venta en calle de la Palma, 60;Malasaña-Universidad;Madrid;380;1;10;Calle de la Palma;60;4;Centro;913;199000;E
17497;Piso en venta en calle del Tesoro;Malasaña-Universidad;Madrid;530;2;10;Calle del Tesoro;;4;Centro;948;210000;G
17498;Dúplex en venta en travesía del Almendro, 7;Palacio;Madrid;560;1;10;Travesía del Almendro;7;4;Centro;1320;349000;E
17499;Piso en venta en calle de los Tres Peces, 30;Lavapiés-Embajadores;Madrid;910;3;10;Calle de los Tres Peces;30;4;Centro;1576;460000;
17500;Piso en venta en calle de los Abades;Lavapiés-Embajadores;Madrid;780;1;10;Calle de los Abades;;4;Centro;1004;228400;G
17501;Piso en venta en calle de los Mártires de Alcalá;Malasaña-Universidad;Madrid;420;1;10;Calle de los Mártires de Alcalá;;4;Centro;1296;339000;
17502;Piso en venta en calle de la Puebla;Malasaña-Universidad;Madrid;570;2;10;Calle de la Puebla;;4;Centro;1323;350000;E
17503;Piso en venta en calle del Doctor Fourquet;Lavapiés-Embajadores;Madrid;790;2;10;Calle del Doctor Fourquet;;4;Centro;1238;315000;
17504;Piso en venta en calle de Zurita;Lavapiés-Embajadores;Madrid;320;2;10;Calle de Zurita;;4;Centro;881;189000;
17505;Piso en venta en calle Salitre;Lavapiés-Embajadores;Madrid;260;1;10;Calle Salitre;;4;Centro;844;178000;
17506;Piso en venta en calle de Atocha, 112;Lavapiés-Embajadores;Madrid;1090;4;20;Calle de Atocha;112;4;Centro;1724;525000;F
17507;Piso en venta en calle de la Sombrerería, 5;Lavapiés-Embajadores;Madrid;640;1;10;Calle de la Sombrerería;5;4;Centro;1135;275000;F
17508;Piso en venta en calle Pelayo, Madrid, 5;Chueca-Justicia;Madrid;1340;5;10;Calle Pelayo;5;4;Centro;1712;520000;F
17509;Piso en venta en calle Duque de Rivas, 8;Lavapiés-Embajadores;Madrid;790;1;10;Calle Duque de Rivas;8;4;Centro;1644;490000;
17510;Piso en venta en calle Duque de Rivas, 8;Lavapiés-Embajadores;Madrid;720;1;10;Calle Duque de Rivas;8;4;Centro;1644;490000;
17511;Piso en venta en calle Duque de Rivas, 8;Lavapiés-Embajadores;Madrid;840;1;10;Calle Duque de Rivas;8;4;Centro;1644;490000;
17512;Piso en venta en calle de las Infantas;Chueca-Justicia;Madrid;1910;3;20;Calle de las Infantas;;4;Centro;2266;1125000;
17513;Piso en venta en calle del Molino de Viento;Malasaña-Universidad;Madrid;1250;3;20;Calle del Molino de Viento;;4;Centro;1474;415000;G
17514;Dúplex en venta en calle de Colón;Malasaña-Universidad;Madrid;940;4;20;Calle de Colón;;4;Centro;1724;525000;
17515;Piso en venta en calle de Toledo;Palacio;Madrid;1380;3;30;Calle de Toledo;;4;Centro;1735;530000;
17516;Piso en venta en calle de Toledo;Lavapiés-Embajadores;Madrid;1370;4;20;Calle de Toledo;;4;Centro;1978;634999;F
17517;Piso en venta en calle del Escorial;Malasaña-Universidad;Madrid;1120;3;20;Calle del Escorial;;4;Centro;1712;520000;F
17518;Piso en venta en calle de Hortaleza;Chueca-Justicia;Madrid;1010;3;20;Calle de Hortaleza;;4;Centro;1781;550000;E
17519;Piso en venta en Pozas;Malasaña-Universidad;Madrid;780;1;10;Pozas;;4;Centro;1633;485000;
17520;Piso en venta en Sol;Centro;Madrid;620;1;10;;;4;Centro;1462;410000;E
17521;Piso en venta en Sol;Centro;Madrid;2580;5;20;;;4;Centro;2493;915000;
17522;Piso en venta en calle de Tetuán, Madrid, 19;Sol;Madrid;840;1;10;Calle de Tetuán;19;4;Centro;2012;650000;
17523;Piso en venta en Malasaña-Universidad;Centro;Madrid;1070;4;10;;;4;Centro;2058;670000;E
17524;Piso en venta en calle de Fúcar;Huertas-Cortes;Madrid;650;1;20;Calle de Fúcar;;4;Centro;1370;370000;
17525;Piso en venta en calle del Príncipe, 11;Huertas-Cortes;Madrid;720;1;10;Calle del Príncipe;11;4;Centro;1633;485000;E
17526;Piso en venta en calle de Toledo;Lavapiés-Embajadores;Madrid;1080;3;10;Calle de Toledo;;4;Centro;1758;540000;
17527;Piso en venta en calle del Divino Pastor;Malasaña-Universidad;Madrid;820;2;20;Calle del Divino Pastor;;4;Centro;1712;520000;
17528;Piso en venta en calle Divino Pastor;Malasaña-Universidad;Madrid;820;2;20;Calle Divino Pastor;;4;Centro;1712;520000;
17529;Piso en venta en calle de Tudescos;Malasaña-Universidad;Madrid;1590;5;50;Calle de Tudescos;;4;Centro;2510;940000;D
17530;Piso en venta en Corredera Alta de San Pablo;Malasaña-Universidad;Madrid;940;2;20;Corredera Alta de San Pablo;;4;Centro;1758;540000;
17531;Piso en venta en Corredera Alta de San Pablo;Malasaña-Universidad;Madrid;940;2;20;Corredera Alta de San Pablo;;4;Centro;1758;540000;D
17532;Piso en venta en calle SEGOVIA;Palacio;Madrid;880;2;20;Calle SEGOVIA;;4;Centro;1530;440000;E
17533;Piso en venta en cuesta DE LAS DESCARGAS;Palacio;Madrid;1260;0;;Cuesta DE LAS DESCARGAS;;4;Centro;1393;380000;E
17534;Piso en venta en calle de Hortaleza;Chueca-Justicia;Madrid;1790;5;50;Calle de Hortaleza;;4;Centro;2510;999000;D
17535;Piso en venta en calle del Conde de Romanones;Lavapiés-Embajadores;Madrid;1730;4;30;Calle del Conde de Romanones;;4;Centro;1894;599000;
17536;Piso en venta en calle del Factor;Palacio;Madrid;1120;2;10;Calle del Factor;;4;Centro;2035;660000;
17537;Piso en venta en Chueca-Justicia;Centro;Madrid;700;2;20;;;4;Centro;1701;515000;
17538;Piso en venta en Malasaña-Universidad;Centro;Madrid;1290;6;60;;;4;Centro;2347;1100000;
17539;Piso en venta en Palacio;Centro;Madrid;1160;2;10;;;4;Centro;2103;690000;
17540;Ático en venta en Chueca-Justicia;Centro;Madrid;1010;3;20;;;4;Centro;2417;850000;G
17541;Piso en venta en Palacio;Centro;Madrid;1000;4;20;;;4;Centro;1393;380000;G
17542;Piso en venta en Huertas-Cortes;Centro;Madrid;1520;3;20;;;4;Centro;2333;800000;G
17543;Piso en venta en Malasaña-Universidad;Centro;Madrid;1610;4;30;;;4;Centro;2417;850000;G
17544;Piso en venta en Chueca-Justicia;Centro;Madrid;930;1;20;;;4;Centro;1667;500000;
17545;Piso en venta en Chueca-Justicia;Centro;Madrid;2090;3;40;;;4;Centro;1059;1300000;
17546;Piso en venta en Malasaña-Universidad;Centro;Madrid;1050;2;20;;;4;Centro;1724;525000;
17547;Piso en venta en Malasaña-Universidad;Centro;Madrid;820;2;20;;;4;Centro;1664;499000;G
17548;Piso en venta en calle de los Cabestreros, 4;Lavapiés-Embajadores;Madrid;620;3;10;Calle de los Cabestreros;4;4;Centro;1303;341780;
17549;Piso en venta en Huertas-Cortes;Centro;Madrid;730;1;10;;;4;Centro;1009;230000;G
17550;Piso en venta en Malasaña-Universidad;Centro;Madrid;780;1;10;;;4;Centro;1633;485000;
17551;Piso en venta en Chueca-Justicia;Centro;Madrid;450;1;10;;;4;Centro;1275;330000;
17552;Piso en venta en calle de Amaniel, 20;Malasaña-Universidad;Madrid;720;2;10;Calle de Amaniel;20;4;Centro;1435;398000;E
17553;Dúplex en venta en Chueca-Justicia;Centro;Madrid;1470;1;20;;;4;Centro;2509;1000000;
17554;Piso en venta en Palacio;Centro;Madrid;760;1;10;;;4;Centro;1370;370000;G
17555;Piso en venta en Chueca-Justicia;Centro;Madrid;1790;5;50;;;4;Centro;2510;999000;
17556;Piso en venta en Malasaña-Universidad;Centro;Madrid;1440;3;20;;;4;Centro;2012;650000;A
17557;Piso en venta en Huertas-Cortes;Centro;Madrid;1400;4;20;;;4;Centro;2213;740000;
17558;Piso en venta en Sol;Centro;Madrid;1190;3;20;;;4;Centro;2181;725000;G
17559;Piso en venta en Palacio;Centro;Madrid;3600;6;50;;;4;Centro;44765;2150000;
17560;Ático en venta en calle de la Cava Baja, 30;Palacio;Madrid;600;1;10;Calle de la Cava Baja;30;4;Centro;1462;410000;
17561;Dúplex en venta en plaza de Herradores, 7;Palacio;Madrid;1050;2;20;Plaza de Herradores;7;4;Centro;1610;475000;
17562;Piso en venta en Corredera Alta de San Pablo;Malasaña-Universidad;Madrid;940;2;20;Corredera Alta de San Pablo;;4;Centro;1758;540000;
17563;Piso en venta en Tudescos;Malasaña-Universidad;Madrid;1590;5;50;Tudescos;;4;Centro;2510;940000;
17564;Piso en venta en calle Ángel;Palacio;Madrid;400;2;10;Calle Ángel;;4;Centro;881;189000;
17565;Estudio en venta en calle de la Alameda;Huertas-Cortes;Madrid;380;0;10;Calle de la Alameda;;4;Centro;881;189000;
17566;Piso en venta en calle del Divino Pastor, 29;Malasaña-Universidad;Madrid;930;2;10;Calle del Divino Pastor;29;4;Centro;1505;429000;
