ID;TITLE;NEIGHBORHOOD;CITY;SQUARE METERS;NUM OF ROOMS;NUM OF BATHROOMS;STREET NAME;STREET NUM;DISTRICT CODE;DISTRICT;RENT PRICE;BUY PRICE;ENERGY CERTIFICATE
11495;Piso en venta en calle de José Abascal;Almagro;Madrid;1720;3;30;Calle de José Abascal;;6;Chamberí;5161;1599000;
11496;Piso en venta en calle de Ríos Rosas;Nuevos Ministerios-Ríos Rosas;Madrid;1770;3;40;Calle de Ríos Rosas;;6;Chamberí;2514;950000;
11497;Piso en venta en calle de Andres Mellado;Gaztambide;Madrid;800;3;10;Calle de Andres Mellado;;6;Chamberí;1664;499000;
11498;Piso en venta en VALLEHERMOSO;Arapiles;Madrid;2600;5;30;VALLEHERMOSO;;6;Chamberí;2510;999000;
11499;Piso en venta en calle gral arrando;Almagro;Madrid;2030;4;20;Calle gral arrando;;6;Chamberí;2347;1100000;
11500;Piso en venta en calle Julián Romea;Vallehermoso;Madrid;2790;5;50;Calle Julián Romea;;6;Chamberí;2333;1500000;B
11501;Piso en venta en calle el Españoleto;Almagro;Madrid;2020;3;20;Calle el Españoleto;;6;Chamberí;1059;1300000;
11502;Piso en venta en Santander;Vallehermoso;Madrid;3240;6;30;Santander;;6;Chamberí;2514;990000;E
11503;Piso en venta en calle de Galileo, Madrid;Vallehermoso;Madrid;1800;5;30;Calle de Galileo, Madrid;;6;Chamberí;2070;675000;E
11504;Piso en venta en calle de Gaztambide;Gaztambide;Madrid;3060;4;30;Calle de Gaztambide;;6;Chamberí;2432;860000;
11505;Piso en venta en calle de gaztambide;Gaztambide;Madrid;3060;4;30;Calle de gaztambide;;6;Chamberí;2432;860000;
11506;Casa o chalet independiente en venta en Vallehermoso;Chamberí;Madrid;7520;6;60;;;6;Chamberí;72590;2340000;
11507;Piso en venta en Almagro;Chamberí;Madrid;3300;0;40;;;6;Chamberí;224653;2900000;
11508;Piso en venta en calle GARCILASO;Trafalgar;Madrid;1200;4;20;Calle GARCILASO;;6;Chamberí;1758;540000;E
11509;Piso en venta en calle de Guzmán el Bueno, 79;Gaztambide;Madrid;1120;2;20;Calle de Guzmán el Bueno;79;6;Chamberí;1890;597000;
11510;Piso en venta en calle de Sandoval;Trafalgar;Madrid;1530;4;30;Calle de Sandoval;;6;Chamberí;2324;795000;D
11511;Piso en venta en calle Donoso Cortés, 19;Arapiles;Madrid;970;3;20;Calle Donoso Cortés;19;6;Chamberí;1920;610000;
11512;Piso en venta en Urb. Almagro Prime, Almagro;Chamberí;Madrid;2920;4;40;Urb. Almagro Prime;;6;Chamberí;16255;1835000;
11513;Piso en venta en calle de Gaztambide, 53;Gaztambide;Madrid;800;2;20;Calle de Gaztambide;53;6;Chamberí;1687;509000;
11514;Piso en venta en calle de Monteleón, 52;Trafalgar;Madrid;670;2;20;Calle de Monteleón;52;6;Chamberí;1781;550000;E
11515;Piso en venta en calle Francisco Ricci, 11;Gaztambide;Madrid;1450;5;20;Calle Francisco Ricci;11;6;Chamberí;1712;520000;
11516;Piso en venta en calle de Fernando el Católico, 28;Arapiles;Madrid;360;1;10;Calle de Fernando el Católico;28;6;Chamberí;994;225000;E
11517;Piso en venta en Urb. Almagro Prime, Almagro;Chamberí;Madrid;4600;6;40;Urb. Almagro Prime;;6;Chamberí;366133;3200000;
11518;Estudio en venta en Castillo, 6;Trafalgar;Madrid;200;0;10;Castillo;6;6;Chamberí;646;125000;E
11519;Piso en venta en calle del Castillo, 24;Trafalgar;Madrid;1690;4;20;Calle del Castillo;24;6;Chamberí;1804;560000;
11520;Piso en venta en Urb. Almagro Prime, Almagro;Chamberí;Madrid;3740;5;40;Urb. Almagro Prime;;6;Chamberí;833784;3800000;
11521;Piso en venta en Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid;1140;3;20;;;6;Chamberí;2213;740000;
11522;Piso en venta en calle de Santa Engracia, Madrid, 37;Trafalgar;Madrid;2000;4;30;Calle de Santa Engracia;37;6;Chamberí;2517;975000;E
11523;Piso en venta en calle Robledillo, 6;Nuevos Ministerios-Ríos Rosas;Madrid;830;3;20;Calle Robledillo;6;6;Chamberí;1542;445000;
11524;Piso en venta en calle de Fernando el Católico, 10;Arapiles;Madrid;960;2;20;Calle de Fernando el Católico;10;6;Chamberí;1467;412000;A
11525;Ático en venta en calle de José Abascal, Madrid, 46;Almagro;Madrid;1970;4;40;Calle de José Abascal;46;6;Chamberí;1960;1190000;
11526;Dúplex en venta en calle de Raimundo Fernández Villaverde, Madrid;Nuevos Ministerios-Ríos Rosas;Madrid;1800;5;30;Calle de Raimundo Fernández Villaverde, Madrid;;6;Chamberí;2283;1120000;
11527;Piso en venta en Garcia de Paredes, 76;Almagro;Madrid;2110;4;30;Garcia de Paredes;76;6;Chamberí;2512;995000;
11528;Piso en venta en Trafalgar;Chamberí;Madrid;300;1;10;;;6;Chamberí;780;160000;
11529;Piso en venta en Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid;350;1;10;;;6;Chamberí;948;210000;D
11530;Piso en venta en Almagro;Chamberí;Madrid;960;3;10;;;6;Chamberí;1474;415000;
11531;Piso en venta en Vallehermoso;Chamberí;Madrid;600;2;10;;;6;Chamberí;1621;480000;
11532;Piso en venta en calle DE BRETÓN DE LOS HERREROS;Nuevos Ministerios-Ríos Rosas;Madrid;900;2;20;Calle DE BRETÓN DE LOS HERREROS;;6;Chamberí;1678;505000;
11533;Piso en venta en calle General Álvarez de Castro;Trafalgar;Madrid;1350;2;20;Calle General Álvarez de Castro;;6;Chamberí;2254;759500;
11534;Piso en venta en Trafalgar;Chamberí;Madrid;1970;6;20;;;6;Chamberí;2516;980000;
11535;Piso en venta en Almagro;Chamberí;Madrid;1510;3;30;;;6;Chamberí;2516;980000;A
11536;Piso en venta en calle Donoso Cortés, 19;Arapiles;Madrid;560;2;10;Calle Donoso Cortés;19;6;Chamberí;1382;375000;
11537;Piso en venta en calle de García de Paredes;Almagro;Madrid;3360;4;40;Calle de García de Paredes;;6;Chamberí;48548;2180000;
11538;Piso en venta en calle de Santa Engracia, 158;Nuevos Ministerios-Ríos Rosas;Madrid;600;2;10;Calle de Santa Engracia;158;6;Chamberí;1279;332000;E
11539;Ático en venta en Trafalgar;Chamberí;Madrid;1200;2;20;;;6;Chamberí;2417;850000;
11540;Piso en venta en Trafalgar;Chamberí;Madrid;710;2;20;;;6;Chamberí;1804;560000;
11541;Piso en venta en Urb. Almagro, Almagro;Chamberí;Madrid;2510;4;30;Urb. Almagro;;6;Chamberí;5194;1600000;
11542;Piso en venta en calle Sotomayor, Madrid;Vallehermoso;Madrid;1010;3;20;Calle Sotomayor, Madrid;;6;Chamberí;1525;437800;G
11543;Piso en venta en Almagro;Chamberí;Madrid;5500;7;40;;;6;Chamberí;833784;3800000;
11544;Piso en venta en Gaztambide;Chamberí;Madrid;2170;3;20;;;6;Chamberí;2234;750000;
11545;Piso en venta en Urb. Salamanca Prime, Almagro;Chamberí;Madrid;6720;5;40;Urb. Salamanca Prime;;6;Chamberí;313261;3100000;
11546;Piso en venta en Urb. Almagro, Almagro;Chamberí;Madrid;6200;6;60;Urb. Almagro;;6;Chamberí;69205;2320000;
11547;Piso en venta en calle de Vallehermoso;Arapiles;Madrid;800;2;20;Calle de Vallehermoso;;6;Chamberí;1553;450000;
11548;Piso en venta en Vallehermoso;Chamberí;Madrid;1700;4;30;;;6;Chamberí;2514;990000;
11549;Piso en venta en Almagro;Chamberí;Madrid;4470;4;50;;;6;Chamberí;564667;3500000;
11550;Piso en venta en calle de Cea Bermúdez;Arapiles;Madrid;2870;9;30;Calle de Cea Bermúdez;;6;Chamberí;2512;945000;
11551;Piso en venta en calle de Monteleón;Trafalgar;Madrid;530;2;10;Calle de Monteleón;;6;Chamberí;1474;415000;D
11552;Piso en venta en calle de Vallehermoso, Madrid;Arapiles;Madrid;1680;5;30;Calle de Vallehermoso, Madrid;;6;Chamberí;1955;625000;
11553;Piso en venta en calle de Espronceda;Nuevos Ministerios-Ríos Rosas;Madrid;1200;3;10;Calle de Espronceda;;6;Chamberí;1712;520000;
11554;Piso en venta en calle de Bretón de los Herreros;Nuevos Ministerios-Ríos Rosas;Madrid;1170;2;30;Calle de Bretón de los Herreros;;6;Chamberí;2058;670000;
11555;Piso en venta en calle Galileo;Arapiles;Madrid;800;3;20;Calle Galileo;;6;Chamberí;1344;359000;
11556;Piso en venta en calle de Palafox, 12;Trafalgar;Madrid;1150;4;20;Calle de Palafox;12;6;Chamberí;1978;635000;D
11557;Piso en venta en calle de Bravo Murillo, 39;Arapiles;Madrid;800;2;10;Calle de Bravo Murillo;39;6;Chamberí;1551;449000;
11558;Piso en venta en calle de Alonso Cano;Nuevos Ministerios-Ríos Rosas;Madrid;720;3;10;Calle de Alonso Cano;;6;Chamberí;1323;350000;
11559;Piso en venta en Santa Engracia;Nuevos Ministerios-Ríos Rosas;Madrid;860;4;10;Santa Engracia;;6;Chamberí;1393;380000;
11560;Piso en venta en calle de Galileo;Arapiles;Madrid;400;2;10;Calle de Galileo;;6;Chamberí;1187;295000;E
11561;Piso en venta en calle de Galileo;Arapiles;Madrid;1780;3;30;Calle de Galileo;;6;Chamberí;2070;675000;
11562;Piso en venta en calle de Santa Engracia;Nuevos Ministerios-Ríos Rosas;Madrid;2200;4;40;Calle de Santa Engracia;;6;Chamberí;1536;1250000;
11563;Piso en venta en Trafalgar;Chamberí;Madrid;420;2;10;;;6;Chamberí;1052;245000;D
11564;Piso en venta en calle Donoso Cortés, 11;Arapiles;Madrid;740;2;20;Calle Donoso Cortés;11;6;Chamberí;1542;445000;
11565;Piso en venta en calle de Andres Mellado, 9;Gaztambide;Madrid;1750;4;30;Calle de Andres Mellado;9;6;Chamberí;2324;795000;
11566;Dúplex en venta en GENERAL MARTINEZ CAMPOS;Almagro;Madrid;2080;3;20;GENERAL MARTINEZ CAMPOS;;6;Chamberí;1059;1300000;F
11567;Dúplex en venta en calle de Almagro, 28;Almagro;Madrid;930;2;10;Calle de Almagro;28;6;Chamberí;1542;445000;
11568;Piso en venta en paseo de San Francisco de Sales;Vallehermoso;Madrid;970;3;10;Paseo de San Francisco de Sales;;6;Chamberí;1827;570000;E
11569;Dúplex en venta en Alfonso X;Almagro;Madrid;3300;3;40;Alfonso X;;6;Chamberí;154511;2695000;
11570;Piso en venta en calle de Alfonso X;Almagro;Madrid;2390;3;30;Calle de Alfonso X;;6;Chamberí;27934;1990000;
11571;Piso en venta en calle de Fuencarral, 134;Trafalgar;Madrid;2000;5;20;Calle de Fuencarral;134;6;Chamberí;1900;1200000;
11572;Piso en venta en calle de Espronceda, 8;Nuevos Ministerios-Ríos Rosas;Madrid;830;3;10;Calle de Espronceda;8;6;Chamberí;1587;465000;
11573;Piso en venta en calle de Fernández de los Ríos;Arapiles;Madrid;430;2;10;Calle de Fernández de los Ríos;;6;Chamberí;1007;229500;
11574;Piso en venta en calle de Fernández de la Hoz, 40;Almagro;Madrid;2050;4;30;Calle de Fernández de la Hoz;40;6;Chamberí;2484;1030000;
11575;Piso en venta en calle de Espronceda, 22;Nuevos Ministerios-Ríos Rosas;Madrid;1420;3;20;Calle de Espronceda;22;6;Chamberí;2170;720000;
11576;Ático en venta en calle de Blasco de Garay, 20;Arapiles;Madrid;1400;3;20;Calle de Blasco de Garay;20;6;Chamberí;2352;810000;G
11577;Piso en venta en calle de Guzmán el Bueno, 81;Gaztambide;Madrid;1140;4;20;Calle de Guzmán el Bueno;81;6;Chamberí;1850;580000;E
11578;Piso en venta en calle Monteleón;Trafalgar;Madrid;670;2;20;Calle Monteleón;;6;Chamberí;1781;550000;
11579;Piso en venta en calle General Ampudia;Vallehermoso;Madrid;2670;6;30;Calle General Ampudia;;6;Chamberí;2514;950000;A
11580;Piso en venta en calle de Rodríguez San Pedro, 61;Gaztambide;Madrid;440;1;10;Calle de Rodríguez San Pedro;61;6;Chamberí;1135;275000;
11581;Piso en venta en BRAVO MURILLO/RIOS ROSAS;Nuevos Ministerios-Ríos Rosas;Madrid;1010;1;10;BRAVO MURILLO/RIOS ROSAS;;6;Chamberí;1621;480000;
11582;Piso en venta en Trafalgar;Chamberí;Madrid;830;2;20;;;6;Chamberí;1908;605000;A
11583;Piso en venta en paseo de San Francisco de Sales, 31;Vallehermoso;Madrid;1600;4;20;Paseo de San Francisco de Sales;31;6;Chamberí;2315;790000;
11584;Piso en venta en calle Hilarión Eslava;Gaztambide;Madrid;890;3;20;Calle Hilarión Eslava;;6;Chamberí;1485;420000;D
11585;Piso en venta en MOREJON;Almagro;Madrid;290;1;10;MOREJON;;6;Chamberí;884;190000;D
11586;Piso en venta en calle Hilarión Eslava;Gaztambide;Madrid;890;3;20;Calle Hilarión Eslava;;6;Chamberí;1485;420000;D
11587;Piso en venta en calle de Fernández de los Ríos, 70;Gaztambide;Madrid;900;2;20;Calle de Fernández de los Ríos;70;6;Chamberí;1576;460000;
11588;Piso en venta en calle de Meléndez Valdés, 43;Gaztambide;Madrid;430;1;10;Calle de Meléndez Valdés;43;6;Chamberí;1161;285000;G
11589;Piso en venta en calle de Cristóbal Bordiú, 11;Nuevos Ministerios-Ríos Rosas;Madrid;1030;2;10;Calle de Cristóbal Bordiú;11;6;Chamberí;1667;500000;D
11590;Piso en venta en calle de Blasco de Garay, 67;Gaztambide;Madrid;1510;4;30;Calle de Blasco de Garay;67;6;Chamberí;1897;600000;A
11591;Piso en venta en Gaztambide;Chamberí;Madrid;1280;3;20;;;6;Chamberí;1871;589000;
11592;Piso en venta en calle de Alburquerque, 29;Trafalgar;Madrid;420;1;10;Calle de Alburquerque;29;6;Chamberí;1122;270000;B
11593;Piso en venta en calle de Gaztambide, 16;Gaztambide;Madrid;1680;4;30;Calle de Gaztambide;16;6;Chamberí;2213;740000;
11594;Estudio en venta en calle de Viriato, 27;Trafalgar;Madrid;360;0;10;Calle de Viriato;27;6;Chamberí;1169;288000;
11595;Ático en venta en calle de Rodríguez San Pedro, 49;Gaztambide;Madrid;1010;0;10;Calle de Rodríguez San Pedro;49;6;Chamberí;2315;790000;
11596;Casa o chalet independiente en venta en calle de Vicente Aleixandre s/n;Vallehermoso;Madrid;6300;8;50;;;6;Chamberí;1402943;4250000;
11597;Piso en venta en calle de Ríos Rosas, 54;Nuevos Ministerios-Ríos Rosas;Madrid;1850;4;30;Calle de Ríos Rosas;54;6;Chamberí;2475;895000;
11598;Piso en venta en calle del Cardenal Cisneros;Trafalgar;Madrid;2040;7;20;Calle del Cardenal Cisneros;;6;Chamberí;2402;840000;
11599;Piso en venta en calle de Vallehermoso;Arapiles;Madrid;1920;6;20;Calle de Vallehermoso;;6;Chamberí;2367;819000;
11600;Piso en venta en JOSE ABASCAL;Nuevos Ministerios-Ríos Rosas;Madrid;3380;3;40;JOSE ABASCAL;;6;Chamberí;13864;1795000;
11601;Piso en venta en FERNANDO EL CATOLICO;Gaztambide;Madrid;1000;3;10;FERNANDO EL CATOLICO;;6;Chamberí;1850;580000;
11602;Piso en venta en Almagro;Almagro;Madrid;3010;4;30;Almagro;;6;Chamberí;65933;2300000;F
11603;Piso en venta en calle de Alonso Cano;Nuevos Ministerios-Ríos Rosas;Madrid;660;3;10;Calle de Alonso Cano;;6;Chamberí;1405;385000;
11604;Piso en venta en calle de Rodríguez San Pedro;Arapiles;Madrid;1860;4;20;Calle de Rodríguez San Pedro;;6;Chamberí;2047;665000;
11605;Piso en venta en avenida de la Reina Victoria;Vallehermoso;Madrid;350;1;10;Avenida de la Reina Victoria;;6;Chamberí;917;200000;
11606;Piso en venta en calle de Cea Bermúdez;Vallehermoso;Madrid;3600;6;30;Calle de Cea Bermúdez;;6;Chamberí;221;1395000;
11607;Piso en venta en calle de Monteleón;Trafalgar;Madrid;670;2;20;Calle de Monteleón;;6;Chamberí;1781;550000;C
11608;Piso en venta en Trafalgar;Chamberí;Madrid;2500;5;40;;;6;Chamberí;1731;1225000;G
11609;Ático en venta en Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid;3000;4;40;;;6;Chamberí;2333;1500000;C
11610;Piso en venta en Almagro;Chamberí;Madrid;1650;3;30;;;6;Chamberí;1960;1190000;
11611;Ático en venta en Vallehermoso;Chamberí;Madrid;6000;6;50;;;6;Chamberí;38753;2098496;
11612;Ático en venta en Vallehermoso;Chamberí;Madrid;3760;4;50;;;6;Chamberí;19939;1890000;
11613;Piso en venta en calle del General Arrando;Almagro;Madrid;950;3;20;Calle del General Arrando;;6;Chamberí;1920;610000;
11614;Piso en venta en calle de Andres Mellado;Vallehermoso;Madrid;1040;2;20;Calle de Andres Mellado;;6;Chamberí;1505;429000;E
11615;Piso en venta en calle del General Ampudia;Vallehermoso;Madrid;1850;5;20;Calle del General Ampudia;;6;Chamberí;2432;860000;F
11616;Piso en venta en Almagro;Almagro;Madrid;4220;5;50;Almagro;;6;Chamberí;216946;2880000;
11617;Piso en venta en calle de Maudes;Nuevos Ministerios-Ríos Rosas;Madrid;800;3;10;Calle de Maudes;;6;Chamberí;1009;230000;
11618;Piso en venta en calle de Bravo Murillo;Arapiles;Madrid;820;2;10;Calle de Bravo Murillo;;6;Chamberí;1508;429999;
11619;Piso en venta en calle de Fortuny, 47;Almagro;Madrid;1150;3;20;Calle de Fortuny;47;6;Chamberí;2514;950000;
11620;Piso en venta en calle de Fortuny, 47;Almagro;Madrid;890;2;20;Calle de Fortuny;47;6;Chamberí;2417;850000;
11621;Piso en venta en plaza del Conde del Valle de Súchil;Arapiles;Madrid;1870;4;10;Plaza del Conde del Valle de Súchil;;6;Chamberí;2504;930000;
11622;Piso en venta en calle de Rodríguez San Pedro;Arapiles;Madrid;730;3;10;Calle de Rodríguez San Pedro;;6;Chamberí;1299;339999;
11623;Piso en venta en calle de Covarrubias;Trafalgar;Madrid;1200;3;20;Calle de Covarrubias;;6;Chamberí;2115;695000;
11624;Piso en venta en Almagro;Chamberí;Madrid;1720;2;30;;;6;Chamberí;5161;1599000;
11625;Ático en venta en calle de Andres Mellado;Gaztambide;Madrid;1980;4;20;Calle de Andres Mellado;;6;Chamberí;1536;1250000;
11626;Piso en venta en calle de Zurbano;Almagro;Madrid;870;3;10;Calle de Zurbano;;6;Chamberí;1644;490000;E
11627;Piso en venta en calle de Melquíades Álvarez;Vallehermoso;Madrid;2250;5;30;Calle de Melquíades Álvarez;;6;Chamberí;2430;859000;
11628;Piso en venta en calle de Fernández de la Hoz;Almagro;Madrid;1680;3;20;Calle de Fernández de la Hoz;;6;Chamberí;2512;995000;
11629;Piso en venta en calle de Bravo Murillo, 41;Arapiles;Madrid;1200;4;20;Calle de Bravo Murillo;41;6;Chamberí;1621;480000;
11630;Piso en venta en Trafalgar;Chamberí;Madrid;670;2;20;;;6;Chamberí;1781;550000;
11631;Piso en venta en calle de José Abascal;Almagro;Madrid;3620;6;20;Calle de José Abascal;;6;Chamberí;14150;1800000;
11632;Dúplex en venta en calle de García de Paredes;Trafalgar;Madrid;850;2;20;Calle de García de Paredes;;6;Chamberí;1873;590000;
11633;Piso en venta en calle Meléndez Valdés;Gaztambide;Madrid;950;2;20;Calle Meléndez Valdés;;6;Chamberí;1862;585000;C
11634;Piso en venta en maria panes, 14;Nuevos Ministerios-Ríos Rosas;Madrid;1200;4;20;maria panes;14;6;Chamberí;1391;379000;
11635;Piso en venta en Trafalgar;Trafalgar;Madrid;1060;2;10;Trafalgar;;6;Chamberí;1735;530000;
11636;Piso en venta en calle de García de Paredes, 28010;Almagro;Madrid;3360;4;40;Calle de García de Paredes, 28010;;6;Chamberí;48548;2180000;D
11637;Piso en venta en Almagro;Chamberí;Madrid;2420;4;40;;;6;Chamberí;349629;3170000;A
11638;Piso en venta en Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid;790;2;10;;;6;Chamberí;784;161000;
11639;Piso en venta en Urb. Almagro Prime, Almagro;Chamberí;Madrid;3640;5;40;Urb. Almagro Prime;;6;Chamberí;976040;3930000;
11640;Piso en venta en Almagro;Chamberí;Madrid;7000;6;50;;;6;Chamberí;833784;3800000;
11641;Piso en venta en calle de José Abascal, Madrid;Almagro;Madrid;1720;2;30;Calle de José Abascal, Madrid;;6;Chamberí;5161;1599000;
11642;Piso en venta en Vallehermoso;Chamberí;Madrid;1360;4;20;;;6;Chamberí;1989;640000;
11643;Piso en venta en calle de María de Guzmán;Nuevos Ministerios-Ríos Rosas;Madrid;370;1;10;Calle de María de Guzmán;;6;Chamberí;711;141512;
11644;Piso en venta en calle General Álvarez de Castro;Trafalgar;Madrid;980;2;10;Calle General Álvarez de Castro;;6;Chamberí;1627;482500;D
11645;Piso en venta en calle MAUDES;Nuevos Ministerios-Ríos Rosas;Madrid;1990;7;20;Calle MAUDES;;6;Chamberí;2422;853000;
11646;Piso en venta en calle de Gaztambide;Gaztambide;Madrid;1830;3;20;Calle de Gaztambide;;6;Chamberí;2315;790000;
11647;Piso en venta en calle de Monteleón;Trafalgar;Madrid;670;2;20;Calle de Monteleón;;6;Chamberí;1781;550000;
11648;Piso en venta en calle de Almagro, 28010;Almagro;Madrid;4500;5;40;Calle de Almagro, 28010;;6;Chamberí;564667;3500000;
11649;Piso en venta en calle de Alburquerque;Trafalgar;Madrid;1590;5;20;Calle de Alburquerque;;6;Chamberí;2452;875000;
11650;Ático en venta en calle de García de Paredes, Madrid, 64;Almagro;Madrid;1520;3;20;Calle de García de Paredes;64;6;Chamberí;2480;900000;
11651;Piso en venta en calle de José Abascal, Madrid;Almagro;Madrid;2100;3;30;Calle de José Abascal, Madrid;;6;Chamberí;5161;1599000;
11652;Piso en venta en Arapiles;Chamberí;Madrid;1040;4;10;;;6;Chamberí;1664;499000;
11653;Piso en venta en Fortuny;Almagro;Madrid;800;1;10;Fortuny;;6;Chamberí;1897;600000;
11654;Piso en venta en Trafalgar;Chamberí;Madrid;1080;3;20;;;6;Chamberí;1587;465000;D
11655;Piso en venta en calle de Maudes;Nuevos Ministerios-Ríos Rosas;Madrid;990;3;10;Calle de Maudes;;6;Chamberí;1662;498000;
11656;Estudio en venta en Trafalgar;Chamberí;Madrid;380;0;10;;;6;Chamberí;1122;270000;
11657;Piso en venta en calle María Panes;Nuevos Ministerios-Ríos Rosas;Madrid;1100;4;20;Calle María Panes;;6;Chamberí;1391;379000;E
11658;Piso en venta en calle Sotomayor, 6;Vallehermoso;Madrid;1000;3;20;Calle Sotomayor;6;6;Chamberí;1525;437800;
11659;Piso en venta en calle de Blasco de Garay;Gaztambide;Madrid;1100;4;20;Calle de Blasco de Garay;;6;Chamberí;1576;460000;
11660;Piso en venta en calle de Alfonso X;Almagro;Madrid;1000;2;20;Calle de Alfonso X;;6;Chamberí;2333;800000;
11661;Piso en venta en calle de Fernando el Santo;Almagro;Madrid;2370;4;30;Calle de Fernando el Santo;;6;Chamberí;20661;1900000;
11662;Piso en venta en calle de Cea Bermúdez, Madrid;Vallehermoso;Madrid;1000;4;20;Calle de Cea Bermúdez, Madrid;;6;Chamberí;1621;480000;
11663;Piso en venta en calle de Lucio del Valle;Vallehermoso;Madrid;750;3;20;Calle de Lucio del Valle;;6;Chamberí;1553;450000;
11664;Piso en venta en calle de García de Paredes, Madrid;Almagro;Madrid;1200;3;30;Calle de García de Paredes, Madrid;;6;Chamberí;2192;730000;
11665;Piso en venta en calle José Marañón, 7;Trafalgar;Madrid;1200;3;20;Calle José Marañón;7;6;Chamberí;1873;590000;
11666;Piso en venta en calle María Panes;Nuevos Ministerios-Ríos Rosas;Madrid;1200;4;20;Calle María Panes;;6;Chamberí;1391;379000;E
11667;Piso en venta en Arapiles;Chamberí;Madrid;1640;3;20;;;6;Chamberí;2305;785000;
11668;Piso en venta en calle de Don Álvaro de Bazán, 13;Nuevos Ministerios-Ríos Rosas;Madrid;1490;5;20;Calle de Don Álvaro de Bazán;13;6;Chamberí;1897;600000;
11669;Piso en venta en calle de Zurbano;Almagro;Madrid;2190;6;30;Calle de Zurbano;;6;Chamberí;2514;950000;
11670;Piso en venta en Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid;1650;3;30;;;6;Chamberí;2017;1180000;
11671;Piso en venta en Trafalgar;Chamberí;Madrid;580;1;10;;;6;Chamberí;1453;406000;
11672;Piso en venta en Almagro;Chamberí;Madrid;810;1;10;;;6;Chamberí;1496;425000;
11673;Piso en venta en Gaztambide;Chamberí;Madrid;2210;3;30;;;6;Chamberí;2417;850000;
11674;Piso en venta en Trafalgar;Chamberí;Madrid;610;2;20;;;6;Chamberí;1816;565000;
11675;Piso en venta en Arapiles;Chamberí;Madrid;2600;5;30;;;6;Chamberí;2510;999000;F
11676;Piso en venta en Almagro;Chamberí;Madrid;2100;2;20;;;6;Chamberí;5161;1599000;F
11677;Piso en venta en Gaztambide;Chamberí;Madrid;1300;4;20;;;6;Chamberí;1989;640000;
11678;Piso en venta en Almagro;Chamberí;Madrid;1720;2;30;;;6;Chamberí;5161;1599000;F
11679;Estudio en venta en Vallehermoso;Chamberí;Madrid;600;0;10;;;6;Chamberí;1711;519365;F
11680;Piso en venta en calle de Cea Bermúdez, 23;Arapiles;Madrid;1250;3;20;Calle de Cea Bermúdez;23;6;Chamberí;2295;780000;
11681;Piso en venta en Trafalgar;Chamberí;Madrid;1060;3;20;;;6;Chamberí;1943;620000;E
11682;Piso en venta en Almagro;Chamberí;Madrid;3430;5;30;;;6;Chamberí;58234;2250000;
11683;Piso en venta en Trafalgar;Chamberí;Madrid;830;4;20;;;6;Chamberí;1655;495000;
11684;Piso en venta en calle de Palafox, 19;Trafalgar;Madrid;1150;3;20;Calle de Palafox;19;6;Chamberí;2192;730000;
11685;Piso en venta en Almagro;Chamberí;Madrid;2600;3;30;;;6;Chamberí;28381;1995000;
11686;Piso en venta en Andres Mellado;Gaztambide;Madrid;1390;3;10;Andres Mellado;;6;Chamberí;1474;415000;
11687;Piso en venta en Gaztambide;Chamberí;Madrid;1680;5;20;;;6;Chamberí;2010;649000;
11688;Piso en venta en calle de Monteleón;Trafalgar;Madrid;670;2;20;Calle de Monteleón;;6;Chamberí;1781;550000;
11689;Piso en venta en Almagro;Chamberí;Madrid;2100;2;30;;;6;Chamberí;5161;1599000;
11690;Piso en venta en calle de Guzmán el Bueno, 91;Gaztambide;Madrid;1920;5;20;Calle de Guzmán el Bueno;91;6;Chamberí;2234;750000;
11691;Piso en venta en calle de Santa Engracia, Madrid;Almagro;Madrid;870;2;20;Calle de Santa Engracia, Madrid;;6;Chamberí;1402;384000;
11692;Dúplex en venta en calle Hartzenbusch, 8;Trafalgar;Madrid;470;2;10;Calle Hartzenbusch;8;6;Chamberí;1135;275000;
11693;Piso en venta en calle de Ríos Rosas;Nuevos Ministerios-Ríos Rosas;Madrid;1750;4;20;Calle de Ríos Rosas;;6;Chamberí;1955;625000;
11694;Piso en venta en calle de Fortuny, 47;Almagro;Madrid;2040;5;30;Calle de Fortuny;47;6;Chamberí;2096;1490000;
11695;Piso en venta en calle de Modesto Lafuente;Nuevos Ministerios-Ríos Rosas;Madrid;800;3;20;Calle de Modesto Lafuente;;6;Chamberí;1553;450000;
11696;Piso en venta en Urb. Distrito Chamberí, Arapiles;Chamberí;Madrid;2020;5;20;Urb. Distrito Chamberí;;6;Chamberí;2440;1060000;
11697;Piso en venta en Arapiles;Chamberí;Madrid;1170;4;10;;;6;Chamberí;1804;559990;
11698;Piso en venta en Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid;1880;4;30;;;6;Chamberí;2458;879999;
11699;Piso en venta en Gaztambide;Chamberí;Madrid;1490;4;20;;;6;Chamberí;2054;668000;
11700;Piso en venta en calle de Fortuny;Almagro;Madrid;900;3;20;Calle de Fortuny;;6;Chamberí;2115;695000;
11701;Piso en venta en calle General Alvarez de Castro, 21;Trafalgar;Madrid;470;1;10;Calle General Alvarez de Castro;21;6;Chamberí;884;190000;
