"property","value"
"http://xmlns.com/foaf/0.1/name","Robert Abela"
"http://xmlns.com/foaf/0.1/topic","http://dbpedia.org/resource/Asma_Mohamed_Abdalla"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Asma_Mohamed_Abdallá"
"http://xmlns.com/foaf/0.1/topic","http://es.wikipedia.org/wiki/Asma_Abdallá"
"http://xmlns.com/foaf/0.1/topic","http://es.wikipedia.org/wiki/Cornelio_Repentino"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Cesáreo_Monsalve"
"http://xmlns.com/foaf/0.1/topic","http://es.wikipedia.org/wiki/Eduardo_Salinas_Verdeguer"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Egon_Elier_Montecinos_Montecinos"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Egon_Montecinos_Montecinos"
"http://xmlns.com/foaf/0.1/topic","http://es.wikipedia.org/wiki/Egon_Montecinos"
"http://xmlns.com/foaf/0.1/topic","http://es.wikipedia.org/wiki/Eliane_Capobianco"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Eliane_Capobianco_Sandoval"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Mauricio_Ordoñez"
"http://xmlns.com/foaf/0.1/topic","http://es.wikipedia.org/wiki/Elies_Fajfaj"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Elyes_Fakhfakh"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Elecciones_legislativas_de_Túnez_de_2019"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Youssef_Chahed"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Souad_Abderrahim"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Hichem_Mechichi"
"http://xmlns.com/foaf/0.1/topic","http://es.wikipedia.org/wiki/Elis_Fischer"
"http://xmlns.com/foaf/0.1/topic","http://es.wikipedia.org/wiki/Emardo_Hantelmann"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Ministerio_Secretaría_General_de_Gobierno_de_Chile"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Omar_Jara"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Subsecretaría_General_de_Gobierno_de_Chile"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Departamento_de_Ucayali"
"http://xmlns.com/foaf/0.1/topic","http://es.wikipedia.org/wiki/Nelly_Huamaní_Machaca"
"http://xmlns.com/foaf/0.1/topic","http://es.wikipedia.org/wiki/Nibaldo_Meza"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Saskia_Esken"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Malu_Dreyer"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Partido_Socialdemócrata_de_Alemania"
"http://xmlns.com/foaf/0.1/topic","http://dbpedia.org/resource/Norbert_Walter-Borjans"
"http://xmlns.com/foaf/0.1/topic","http://es.wikipedia.org/wiki/Norbert_Walter-Borjans"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Gustavo_Jiménez"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Ricardo_Leoncio_Elías_Arias"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Óscar_Barrós"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Ricardo_Leoncio_Elias"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Ricardo_Leoncio_Elias_Arias"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Ricardo_Leoncio_Elías"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Mariano_Holguín"
"http://xmlns.com/foaf/0.1/topic","http://dbpedia.org/resource/Ricardo_Leoncio_Elías_Arias"
"http://xmlns.com/foaf/0.1/topic","http://es.wikipedia.org/wiki/Ricardo_Elías_Arias"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Arturo_García_Salazar"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Manuel_Cuadros"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Francisco_Tudela_y_Varela"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Francisco_Almenara_Butler"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Ricardo_L._Flores"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Ricardo_L._Flores_Gaviño"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Wenceslao_Valera_Olano"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Ángel_Gustavo_Cornejo"
"http://xmlns.com/foaf/0.1/topic","http://es.wikipedia.org/wiki/Ricardo_Flores_Gaviño"
"http://xmlns.com/foaf/0.1/topic","http://es.wikipedia.org/wiki/Ricardo_Pando_Córdova"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Partido_Guatemalteco_del_Trabajo"
"http://xmlns.com/foaf/0.1/topic","http://es.wikipedia.org/wiki/Ricardo_Rosales_(político)"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Richard_Arce"
"http://xmlns.com/foaf/0.1/topic","http://es.wikipedia.org/wiki/Richard_Arce_Cáceres"
"http://xmlns.com/foaf/0.1/topic","http://dbpedia.org/resource/Riti_Pathak"
"http://xmlns.com/foaf/0.1/topic","http://es.wikipedia.org/wiki/Riti_Pathak"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Partido_Laborista_(Malta)"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Primer_ministro_de_Malta"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/George_Vella"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Malta"
"http://xmlns.com/foaf/0.1/topic","http://es.dbpedia.org/resource/Joseph_Muscat"
"http://xmlns.com/foaf/0.1/topic","http://es.wikipedia.org/wiki/Robert_Abela"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Ministros_de_Sudán"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Ministerio_de_Asuntos_Exteriores_de_Sudán"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Sudanesas"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Mohamed_Abdalla_Idris"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Abdalla_Hamdok"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Diplomáticas"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Antiguos_romanos_del_siglo_II"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Cónsules_sufectos_del_Imperio_romano"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Gens_Cornelia"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Prefectos_de_la_Ciudad"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Gobernadores_romanos_de_Lusitania"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Magistrados_de_España"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Valencia"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Tribunal_Superior_de_Justicia_de_Castilla-La_Mancha"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Cesáreo_Monsalve"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Presidentes_de_la_Audiencia_Provincial_de_Albacete"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Nacidos_en_Valencia"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Audiencia_Provincial_de_Albacete"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Intendentes_de_la_región_de_Los_Ríos"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Alumnado_de_la_Universidad_de_La_Frontera"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Michelle_Bachelet"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categoría:Paillaquinos"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Partido_Socialista_de_Chile"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Henry_Azurmendi_Toledo"
"http://www.w3.org/2007/05/powder-s#describedby","http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Intendente_de_la_región_de_Los_Ríos"
